player_name,events_played,wins,x_wins,x_wins_majors,rounds_played,shotlink_played,putt_true,arg_true,app_true,ott_true,t2g_true,total_true
"Im, Sungjae",19,0,0.051,0,64,60,0.182150667,0.398794667,-0.512966,0.345306,0.231134667,0.255627031
"Stout, Preston",15,5,0.06,0,46,14,-0.421929286,-0.38355,0.002962857,0.09576,-0.284827143,0.243077174
"Ewart, A.J.",19,0,0.001,0,68,61,0.43796,0.066565902,0.005141639,-0.335371311,-0.26366377,0.231931618
"Ortiz, Carlos",15,0,0.002,0,56,48,-0.105060417,0.08412625,0.0065675,0.189580625,0.280274375,0.2297475
"Johnson, Michael",17,0,0,0,62,0,,,,,,0.228714839
"Morrison, Tommy",14,1,0.008,0,46,0,,,,,,0.22577
"Johnson, Zach",13,3,0.002,0,44,12,0.85899,0.226518333,-0.210211667,-0.322873333,-0.306566667,0.222171364
"Neergaard-Petersen, Rasmus",21,1,0.024,0,76,65,-0.027813538,-0.186996154,0.049050154,0.525317385,0.387371385,0.218153947
"Hodges, Lee",16,0,0.01,0,53,50,0.2067024,-0.275926,0.093203,0.2344782,0.0517552,0.213835472
"Sherwood, Cole",16,1,0.005,0,60,0,,,,,,0.212087833
"Suber, Jackson",18,0,0.068,0,59,50,-0.221463,0.0433414,0.45375,0.0050638,0.5021552,0.20780339
"Jaeger, Stephan",19,0,0.033,0,60,57,0.113868246,0.361037368,-0.022862982,-0.318098947,0.020075439,0.200753833
"Moore, Taylor",16,0,0.047,0,54,51,0.102397647,0.114559412,-0.428708627,0.356748627,0.042599412,0.200098704
"Ryder, Sam",12,0,0,0,40,35,0.532792571,-0.277439714,0.518716571,-0.275299429,-0.034022571,0.19683025
"Greyserman, Max",21,0,0.001,0,64,61,0.19633541,0.02768623,-0.190978852,0.040426557,-0.122866066,0.19594625
"Smotherman, Austin",19,0,0.067,0,58,55,-0.422497273,-0.472716182,0.790537636,0.262495091,0.580316545,0.191215345
"Ford, David",9,0,0.002,0,30,23,-0.037517391,-0.243793478,0.128683478,0.349732609,0.234622609,0.190613333
"Dossey, Cooper",17,0,0,0,60,2,-0.79583,-0.79328,-0.87467,-0.377265,-2.045215,0.188798833
"Molinari, Francesco",11,0,0.011,0,38,30,-0.73438,0.164459,0.561936,0.02225,0.748645,0.182603421
"Armitage, Marcus",18,0,0.002,0,67,46,0.549363043,0.091886304,-0.079682174,-0.287888043,-0.275683913,0.177956716
"Finau, Tony",20,0,0.015,0,69,66,-0.026499394,0.264295,-0.057023485,-0.019939242,0.187332273,0.177921159
"Rodgers, Patrick",20,0,0.047,0,72,69,0.310816232,0.063491594,-0.145460145,-0.055025797,-0.136994348,0.172279306
"Kim, S.H.",17,0,0.003,0,60,27,0.378672222,0.12962,-0.487314444,0.15612037,-0.201574074,0.157513
"Hill, Calum",17,0,0.018,0,61,42,0.73549881,-0.101152857,-0.012506667,-0.347390476,-0.46105,0.154518361
"Cink, Stewart",13,4,0.003,0,42,4,0.3871675,-0.048335,-1.6085325,-0.56409,-2.2209575,0.15138119
"Power, Seamus",17,0,0.004,0,57,52,0.385296538,0.271685,-0.286604423,-0.224928654,-0.239848077,0.143425789
"Keefer, Johnny",22,0,0.208,0,72,69,-0.380867826,-0.316659855,0.361846957,0.445646812,0.490833913,0.142350556
"Hughes, Mackenzie",18,0,0.005,0,61,58,0.370866552,0.422630517,-0.354573276,-0.219577759,-0.151520517,0.139992131
"Campillo, Jorge",19,0,0.009,0,61,38,-0.037941842,-0.098993158,0.600875526,-0.265482105,0.236400263,0.129428852
"Dou, Zecheng",19,0,0.004,0,58,51,0.058747255,0.179798627,0.282711569,-0.192275686,0.27023451,0.126113621
"Dalke, Brad",1,0,0,0,4,4,1.61011,-0.025145,-1.400105,-0.061395,-1.486645,0.1234625
"Lindberg, Mikael",16,1,0.007,0,57,36,0.117754444,-0.055614444,-0.477657778,0.662138056,0.128865833,0.119180702
"Wiesberger, Bernd",19,1,0.21,0,62,36,-0.207161111,0.131836389,-0.112451389,-0.052561389,-0.033176389,0.117345
"Ballester, Jose Luis",17,0,0.011,0,62,50,-0.2874018,-0.2015184,-0.1287738,0.5498146,0.2195224,0.115157097
"Fisk, Steven",18,1,0.008,0,59,56,0.259018393,0.010293036,-0.290566607,0.125058571,-0.155215,0.112380169
"Dumont De Chassart, Adrien",18,0,0.002,0,60,53,0.188838113,0.396475849,-0.050605849,-0.438121132,-0.092251132,0.110927833
"Guerrier, Julien",16,0,0.01,0,54,40,0.2679035,0.0652225,-0.07536075,0.1014455,0.09130725,0.103518704
"Mouw, William",18,0,0.003,0,59,56,-0.289795536,-0.21919,0.394822321,0.206502679,0.382135,0.09885661
"Tibbits, Spencer",1,0,0,0,4,4,0.583745,1.4151775,-1.33079,-0.579975,-0.4955875,0.0881525
"Nakajima, Keita",14,0,0.119,0,42,39,0.224611282,-0.226865897,0.128381538,-0.051512051,-0.14999641,0.046879286
"VanArragon, Caleb",16,0,0.001,0,62,0,,,,,,0.04420629
"Olesen, Jacob Skov",21,0,0.002,0,75,54,0.308842407,0.066896296,-0.118234815,-0.113659074,-0.164997593,0.042319867
"Pendrith, Taylor",22,0,0.004,0,73,70,-0.296697143,0.017556,0.017810714,0.337209571,0.372576286,0.040727671
"Kim, Anthony",11,1,0.138,0,43,40,-0.07714475,0.159322,0.38486475,-0.43385,0.11033675,0.037325814
"Echavarria, Nico",20,1,0.3,0,67,65,0.137202615,-0.152507538,0.069437538,-0.097882923,-0.180952923,0.033273731
"Roy, Kevin",19,0,0.018,0,67,64,0.083603906,0.230303438,-0.357163125,0.08373125,-0.043128438,0.029862985
"McKibbin, Tom",19,0,0,0,68,68,-0.399761912,0.141500588,-0.223371912,0.509062206,0.427190882,0.027428676
"Hojgaard, Rasmus",16,0,0,0,54,49,0.24797102,-0.266684694,-0.032522653,0.221837143,-0.077370204,0.014364815
"Potgieter, Aldrich",20,0,0.195,0,62,56,-0.120821607,-0.335900179,-0.063345,0.573766964,0.174521786,0.007060323
"Kimsey, Nathan",19,0,0,0,60,29,-0.343271379,0.149514138,0.007935517,0.318454828,0.475904483,0.0029375
