Last Name,First Name,main-tour-inner,main-tour-hover,L5 Tournament-Type 1,L5 Tournament-Type 1,L5 Place-Type 1,L5 Tournament-Type 2,L5 Tournament-Type 2,L5 Place-Type 2,L5 Tournament-Type 3,L5 Tournament-Type 3,L5 Place-Type 3,L5 Tournament-Type 4,L5 Tournament-Type 4,L5 Place-Type 4,L5 Tournament-Type 5,L5 Tournament-Type 5,L5 Place-Type 5,SG-PUTT,SG-ARG
KOCHER,DAVID,KFT,Korn Ferry Tour,Visit Knoxville Open,Korn Ferry Tour,CUT,UNC Health Championship,Korn Ferry Tour,CUT,BMW Charity Pro-Am Presented by TD SYNNEX,Korn Ferry Tour,T19,OccuNet Classic presented by Amarillo National Bank,Korn Ferry Tour,CUT,Memorial Health Championship presented by LRS,Korn Ferry Tour,CUT,-1.09,0.42
HARDY,NICK,PGA,PGA Tour,ONEflight Myrtle Beach Classic,PGA Tour,CUT,Colonial Life Charity Classic,Korn Ferry Tour,CUT,THE CJ CUP Byron Nelson,PGA Tour,T36,Charles Schwab Challenge,PGA Tour,CUT,U.S. Open,Major,CUT,-1.1,-0.08
CANTERO GUTIERREZ,IVAN,DPT,DP World Tour,Estrella Damm Catalunya Championship,DP World Tour,CUT,Soudal Open,DP World Tour,T17,Austrian Alpine Open presented by Kitzbühel Tirol,DP World Tour,T53,KLM Open,DP World Tour,CUT,DS Automobiles 83° Open d’Italia,DP World Tour,T26,-1.11,0.33
QUAYLE,ANTHONY,DPT,DP World Tour,Estrella Damm Catalunya Championship,DP World Tour,CUT,Soudal Open,DP World Tour,CUT,Austrian Alpine Open presented by Kitzbühel Tirol,DP World Tour,CUT,KLM Open,DP World Tour,CUT,DS Automobiles 83° Open d’Italia,DP World Tour,T59,-1.11,-0.02
BLAUM,RYAN,KFT,Korn Ferry Tour,Visit Knoxville Open,Korn Ferry Tour,T14,UNC Health Championship,Korn Ferry Tour,CUT,BMW Charity Pro-Am Presented by TD SYNNEX,Korn Ferry Tour,CUT,OccuNet Classic presented by Amarillo National Bank,Korn Ferry Tour,CUT,Memorial Health Championship presented by LRS,Korn Ferry Tour,T40,-1.11,0.32
MERONK,ADRIAN,LIV,LIV Golf,Mexico City,LIV Golf,T29,Virginia,LIV Golf,38,Soudal Open,DP World Tour,T21,Korea,LIV Golf,52,Andalucia,LIV Golf,CUT,-1.12,-0.29
CHATFIELD,DAVIS,PGA,PGA Tour,Zurich Classic of New Orleans,PGA Tour,CUT,ONEflight Myrtle Beach Classic,PGA Tour,T17,THE CJ CUP Byron Nelson,PGA Tour,CUT,Charles Schwab Challenge,PGA Tour,CUT,RBC Canadian Open,PGA Tour,CUT,-1.12,-0.51
VILLEGAS,CAMILO,PGA,PGA Tour,Zurich Classic of New Orleans,PGA Tour,CUT,ONEflight Myrtle Beach Classic,PGA Tour,CUT,THE CJ CUP Byron Nelson,PGA Tour,T45,Charles Schwab Challenge,PGA Tour,CUT,RBC Canadian Open,PGA Tour,T40,-1.13,-0.1
KNOWLES,PHILIP,KFT,Korn Ferry Tour,Visit Knoxville Open,Korn Ferry Tour,T47,UNC Health Championship,Korn Ferry Tour,CUT,BMW Charity Pro-Am Presented by TD SYNNEX,Korn Ferry Tour,T25,OccuNet Classic presented by Amarillo National Bank,Korn Ferry Tour,CUT,Memorial Health Championship presented by LRS,Korn Ferry Tour,CUT,-1.17,0.52
LEE,DANNY,LIV,LIV Golf,The 45th GS Caltex Maekyung Open,ASA,T29,Virginia,LIV Golf,T36,Kolon The 68th KOREA Open,ASA,WD,Korea,LIV Golf,T31,Andalucia,LIV Golf,CUT,-1.17,0.56
PARATORE,RENATO,DPT,DP World Tour,Estrella Damm Catalunya Championship,DP World Tour,T60,Soudal Open,DP World Tour,CUT,Austrian Alpine Open presented by Kitzbühel Tirol,DP World Tour,T30,KLM Open,DP World Tour,CUT,DS Automobiles 83° Open d’Italia,DP World Tour,T47,-1.17,0.28
DICKSON,TAYLOR,KFT,Korn Ferry Tour,Visit Knoxville Open,Korn Ferry Tour,T55,UNC Health Championship,Korn Ferry Tour,T46,BMW Charity Pro-Am Presented by TD SYNNEX,Korn Ferry Tour,CUT,OccuNet Classic presented by Amarillo National Bank,Korn Ferry Tour,T27,Memorial Health Championship presented by LRS,Korn Ferry Tour,T3,-1.17,0.28
KORTE,CHRIS,KFT,Korn Ferry Tour,Club Car Championship at The Landings Golf & Athletic Club,Korn Ferry Tour,T40,UNC Health Championship,Korn Ferry Tour,WD,BMW Charity Pro-Am Presented by TD SYNNEX,Korn Ferry Tour,T55,OccuNet Classic presented by Amarillo National Bank,Korn Ferry Tour,CUT,Memorial Health Championship presented by LRS,Korn Ferry Tour,CUT,-1.18,-0.07
KRUYSWIJK,JACQUES,DPT,DP World Tour,Joburg Open,DP World Tour,T59,Volvo China Open,DP World Tour,T28,Turkish Airlines Open,DP World Tour,T33,Estrella Damm Catalunya Championship,DP World Tour,T70,DS Automobiles 83° Open d’Italia,DP World Tour,CUT,-1.18,-0.41
WU,BRANDON,KFT,Korn Ferry Tour,Visit Knoxville Open,Korn Ferry Tour,CUT,UNC Health Championship,Korn Ferry Tour,CUT,BMW Charity Pro-Am Presented by TD SYNNEX,Korn Ferry Tour,T19,U.S. Open,Major,CUT,Memorial Health Championship presented by LRS,Korn Ferry Tour,T48,-1.19,0.54
CELLI,FILIPPO,DPT,DP World Tour,Soudal Open,DP World Tour,CUT,Austrian Alpine Open presented by Kitzbühel Tirol,DP World Tour,CUT,KLM Open,DP World Tour,T17,U.S. Open,Major,CUT,DS Automobiles 83° Open d’Italia,DP World Tour,WD,-1.19,0.19
UIHLEIN,PETER,LIV,LIV Golf,Singapore Open presented by The Business Times,Asian Tour,T31,Virginia,LIV Golf,T17,Korea,LIV Golf,54,Andalucia,LIV Golf,T56,U.S. Open,Major,T52,-1.19,-0.57
BALDWIN,MATTHEW,DPT,DP World Tour,Estrella Damm Catalunya Championship,DP World Tour,T66,Soudal Open,DP World Tour,T54,Austrian Alpine Open presented by Kitzbühel Tirol,DP World Tour,T47,KLM Open,DP World Tour,CUT,DS Automobiles 83° Open d’Italia,DP World Tour,CUT,-1.19,0.49
BJERREGAARD,LUCAS,DPT,DP World Tour,Turkish Airlines Open,DP World Tour,T59,Estrella Damm Catalunya Championship,DP World Tour,T61,Soudal Open,DP World Tour,T17,Austrian Alpine Open presented by Kitzbühel Tirol,DP World Tour,T58,International Series Morocco presented by Visit Morocco,Asian Tour,CUT,-1.2,0.09
MORY,FELIX,DPT,DP World Tour,Estrella Damm Catalunya Championship,DP World Tour,CUT,Soudal Open,DP World Tour,CUT,Austrian Alpine Open presented by Kitzbühel Tirol,DP World Tour,CUT,KLM Open,DP World Tour,T35,DS Automobiles 83° Open d’Italia,DP World Tour,T26,-1.2,0.41
HRUBY,PETR,KFT,Korn Ferry Tour,Visit Knoxville Open,Korn Ferry Tour,T47,UNC Health Championship,Korn Ferry Tour,CUT,BMW Charity Pro-Am Presented by TD SYNNEX,Korn Ferry Tour,CUT,OccuNet Classic presented by Amarillo National Bank,Korn Ferry Tour,CUT,Blue Cross and Blue Shield of Kansas Wichita Open presented by Syndeo,PGA Tour Americas,T48,-1.21,-0.25
SHARMA,SHUBHANKAR,DPT,DP World Tour,Boulders Classic,undefined,CUT,Volvo China Open,DP World Tour,1,Turkish Airlines Open,DP World Tour,CUT,Estrella Damm Catalunya Championship,DP World Tour,CUT,Soudal Open,DP World Tour,T65,-1.23,0.44
BLOMME,ADAM,DPT,DP World Tour,Estrella Damm Catalunya Championship,DP World Tour,CUT,Soudal Open,DP World Tour,T17,Austrian Alpine Open presented by Kitzbühel Tirol,DP World Tour,T63,Interwetten Open,Challenge Tour,CUT,English Open supported by HotelPlanner,Challenge Tour,CUT,-1.23,0.64
SHELTON,ROBBY,KFT,Korn Ferry Tour,Visit Knoxville Open,Korn Ferry Tour,WD,UNC Health Championship,Korn Ferry Tour,T29,BMW Charity Pro-Am Presented by TD SYNNEX,Korn Ferry Tour,T13,OccuNet Classic presented by Amarillo National Bank,Korn Ferry Tour,T7,Memorial Health Championship presented by LRS,Korn Ferry Tour,CUT,-1.23,-0.16
HAMMER,COLE,KFT,Korn Ferry Tour,Visit Knoxville Open,Korn Ferry Tour,CUT,UNC Health Championship,Korn Ferry Tour,T66,BMW Charity Pro-Am Presented by TD SYNNEX,Korn Ferry Tour,CUT,U.S. Open,Major,CUT,Memorial Health Championship presented by LRS,Korn Ferry Tour,T26,-1.24,-0.61
OTAEGUI,ADRIAN,DPT,DP World Tour,Estrella Damm Catalunya Championship,DP World Tour,CUT,Soudal Open,DP World Tour,CUT,Austrian Alpine Open presented by Kitzbühel Tirol,DP World Tour,CUT,KLM Open,DP World Tour,CUT,DS Automobiles 83° Open d’Italia,DP World Tour,CUT,-1.24,-0.41
PAUL,JEREMY,KFT,Korn Ferry Tour,THE CJ CUP Byron Nelson,PGA Tour,74,UNC Health Championship,Korn Ferry Tour,CUT,BMW Charity Pro-Am Presented by TD SYNNEX,Korn Ferry Tour,T3,RBC Canadian Open,PGA Tour,T55,Memorial Health Championship presented by LRS,Korn Ferry Tour,T48,-1.24,-0.12
LAWRENCE,THRISTON,DPT,DP World Tour,Turkish Airlines Open,DP World Tour,CUT,ONEflight Myrtle Beach Classic,PGA Tour,T53,Soudal Open,DP World Tour,CUT,Austrian Alpine Open presented by Kitzbühel Tirol,DP World Tour,T74,DS Automobiles 83° Open d’Italia,DP World Tour,CUT,-1.24,-0.92
WESTWOOD,LEE,LIV,LIV Golf,South Africa,LIV Golf,T37,Mexico City,LIV Golf,50,Virginia,LIV Golf,T35,Korea,LIV Golf,T45,Andalucia,LIV Golf,T30,-1.25,-0.6
XIONG,NORMAN,KFT,Korn Ferry Tour,Club Car Championship at The Landings Golf & Athletic Club,Korn Ferry Tour,CUT,LECOM Suncoast Classic,Korn Ferry Tour,T61,Visit Knoxville Open,Korn Ferry Tour,CUT,UNC Health Championship,Korn Ferry Tour,CUT,OccuNet Classic presented by Amarillo National Bank,Korn Ferry Tour,CUT,-1.25,0.44
KNOX,RUSSELL,KFT,Korn Ferry Tour,Colonial Life Charity Classic,Korn Ferry Tour,CUT,Visit Knoxville Open,Korn Ferry Tour,T69,UNC Health Championship,Korn Ferry Tour,T39,OccuNet Classic presented by Amarillo National Bank,Korn Ferry Tour,CUT,Memorial Health Championship presented by LRS,Korn Ferry Tour,T38,-1.25,-0.13
MASAVEU,LUIS,LIV,LIV Golf,Virginia,LIV Golf,T16,Challenge de Catalunya,Challenge Tour,T51,Korea,LIV Golf,T21,Andalucia,LIV Golf,CUT,International Series Morocco presented by Visit Morocco,Asian Tour,T37,-1.26,0
HITCHNER,DEREK,KFT,Korn Ferry Tour,Visit Knoxville Open,Korn Ferry Tour,CUT,UNC Health Championship,Korn Ferry Tour,CUT,BMW Charity Pro-Am Presented by TD SYNNEX,Korn Ferry Tour,CUT,OccuNet Classic presented by Amarillo National Bank,Korn Ferry Tour,T55,Memorial Health Championship presented by LRS,Korn Ferry Tour,CUT,-1.26,-0.26
SCHENK,ADAM,PGA,PGA Tour,ONEflight Myrtle Beach Classic,PGA Tour,T74,PGA Championship,Major,CUT,THE CJ CUP Byron Nelson,PGA Tour,CUT,Charles Schwab Challenge,PGA Tour,CUT,RBC Canadian Open,PGA Tour,CUT,-1.29,-0.14
LEMKE,NIKLAS,DPT,DP World Tour,Magical Kenya Open presented by absa,DP World Tour,CUT,Hainan Classic presented by MAEXTRO,DP World Tour,T34,Austrian Alpine Open presented by Kitzbühel Tirol,DP World Tour,WD,KLM Open,DP World Tour,T60,DS Automobiles 83° Open d’Italia,DP World Tour,CUT,-1.3,-0.22
WILLIAMS,ROBIN,CHA,Challenge Tour,Austrian Alpine Open presented by Kitzbühel Tirol,DP World Tour,CUT,KLM Open,DP World Tour,CUT,Interwetten Open,Challenge Tour,T45,English Open supported by HotelPlanner,Challenge Tour,T28,Blot Play9,Challenge Tour,CUT,-1.31,0.42
LEE,RICHARD,LIV,LIV Golf,Virginia,LIV Golf,T27,Kolon The 68th KOREA Open,ASA,T30,Korea,LIV Golf,CUT,Andalucia,LIV Golf,T70,International Series Morocco presented by Visit Morocco,Asian Tour,T41,-1.32,-0.96
BAIRSTOW,SAM,DPT,DP World Tour,Estrella Damm Catalunya Championship,DP World Tour,CUT,Soudal Open,DP World Tour,T43,Austrian Alpine Open presented by Kitzbühel Tirol,DP World Tour,CUT,KLM Open,DP World Tour,CUT,DS Automobiles 83° Open d’Italia,DP World Tour,CUT,-1.32,-0.22
LAMPRECHT,CHRISTO,PGA,PGA Tour,Zurich Classic of New Orleans,PGA Tour,CUT,ONEflight Myrtle Beach Classic,PGA Tour,CUT,THE CJ CUP Byron Nelson,PGA Tour,T60,Charles Schwab Challenge,PGA Tour,CUT,RBC Canadian Open,PGA Tour,CUT,-1.34,-0.53
HOLLICK,MICHAEL,DPT,DP World Tour,Estrella Damm Catalunya Championship,DP World Tour,T28,Soudal Open,DP World Tour,T70,Austrian Alpine Open presented by Kitzbühel Tirol,DP World Tour,CUT,KLM Open,DP World Tour,CUT,DS Automobiles 83° Open d’Italia,DP World Tour,CUT,-1.34,-0.11
LEACH,TYLER,KFT,Korn Ferry Tour,Visit Knoxville Open,Korn Ferry Tour,T21,UNC Health Championship,Korn Ferry Tour,65,BMW Charity Pro-Am Presented by TD SYNNEX,Korn Ferry Tour,T34,OccuNet Classic presented by Amarillo National Bank,Korn Ferry Tour,CUT,Memorial Health Championship presented by LRS,Korn Ferry Tour,T48,-1.35,0.29
GANDON,JEREMY,KFT,Korn Ferry Tour,Visit Knoxville Open,Korn Ferry Tour,CUT,UNC Health Championship,Korn Ferry Tour,T12,BMW Charity Pro-Am Presented by TD SYNNEX,Korn Ferry Tour,CUT,OccuNet Classic presented by Amarillo National Bank,Korn Ferry Tour,CUT,Memorial Health Championship presented by LRS,Korn Ferry Tour,CUT,-1.35,-0.66
YOUNG,DANIEL,DPT,DP World Tour,Estrella Damm Catalunya Championship,DP World Tour,CUT,Soudal Open,DP World Tour,CUT,Austrian Alpine Open presented by Kitzbühel Tirol,DP World Tour,CUT,KLM Open,DP World Tour,T60,DS Automobiles 83° Open d’Italia,DP World Tour,CUT,-1.36,-0.41
GUTSCHEWSKI,LUKE,KFT,Korn Ferry Tour,Visit Knoxville Open,Korn Ferry Tour,CUT,UNC Health Championship,Korn Ferry Tour,CUT,BMW Charity Pro-Am Presented by TD SYNNEX,Korn Ferry Tour,T30,OccuNet Classic presented by Amarillo National Bank,Korn Ferry Tour,T60,Memorial Health Championship presented by LRS,Korn Ferry Tour,T54,-1.37,-0.46
LA SASSO,MICHAEL,LIV,LIV Golf,Mexico City,LIV Golf,T31,Virginia,LIV Golf,55,Korea,LIV Golf,T46,Andalucia,LIV Golf,CUT,International Series Morocco presented by Visit Morocco,Asian Tour,T50,-1.37,0.64
PAUL,YANNIK,DPT,DP World Tour,Challenge de Catalunya,Challenge Tour,CUT,Soudal Open,DP World Tour,CUT,Austrian Alpine Open presented by Kitzbühel Tirol,DP World Tour,CUT,KLM Open,DP World Tour,T8,Blot Play9,Challenge Tour,CUT,-1.38,0.48
NORLANDER,HENRIK,KFT,Korn Ferry Tour,ONEflight Myrtle Beach Classic,PGA Tour,CUT,Colonial Life Charity Classic,Korn Ferry Tour,CUT,THE CJ CUP Byron Nelson,PGA Tour,T36,UNC Health Championship,Korn Ferry Tour,T40,BMW Charity Pro-Am Presented by TD SYNNEX,Korn Ferry Tour,CUT,-1.38,-0.28
WU,DYLAN,PGA,PGA Tour,ONEflight Myrtle Beach Classic,PGA Tour,T45,THE CJ CUP Byron Nelson,PGA Tour,CUT,Charles Schwab Challenge,PGA Tour,CUT,RBC Canadian Open,PGA Tour,72,U.S. Open,Major,CUT,-1.38,-0.9
HARKINS,BRANDON,KFT,Korn Ferry Tour,Colonial Life Charity Classic,Korn Ferry Tour,CUT,Visit Knoxville Open,Korn Ferry Tour,CUT,UNC Health Championship,Korn Ferry Tour,CUT,BMW Charity Pro-Am Presented by TD SYNNEX,Korn Ferry Tour,CUT,OccuNet Classic presented by Amarillo National Bank,Korn Ferry Tour,T30,-1.39,0.62
SARGENT,GORDON,PGA,PGA Tour,Texas Children's Houston Open,PGA Tour,CUT,Valero Texas Open,PGA Tour,CUT,Zurich Classic of New Orleans,PGA Tour,T54,ONEflight Myrtle Beach Classic,PGA Tour,CUT,THE CJ CUP Byron Nelson,PGA Tour,T17,-1.39,-0.17
MORRISON,JAMES,DPT,DP World Tour,Estrella Damm Catalunya Championship,DP World Tour,T14,Soudal Open,DP World Tour,T76,Austrian Alpine Open presented by Kitzbühel Tirol,DP World Tour,CUT,KLM Open,DP World Tour,T70,DS Automobiles 83° Open d’Italia,DP World Tour,T35,-1.4,0.09
CROCKER,SEAN,DPT,DP World Tour,Estrella Damm Catalunya Championship,DP World Tour,CUT,Soudal Open,DP World Tour,CUT,Austrian Alpine Open presented by Kitzbühel Tirol,DP World Tour,T41,KLM Open,DP World Tour,T35,DS Automobiles 83° Open d’Italia,DP World Tour,T63,-1.4,-0.24
SCHMIDT,THOMAS,AM,Amateur,Wyoming Cowboy Classic,Amateur,1,Arkansas State Spring Invitational,Amateur,T3,Sun Belt Conference Men's Championship,Amateur,T16,NCAA Marana Regional,Amateur,1,NCAA DI Men's National Championship- Stroke Play,Amateur,21,-1.4,0.39
LAW,DAVID,DPT,DP World Tour,Estrella Damm Catalunya Championship,DP World Tour,T45,Soudal Open,DP World Tour,T17,Austrian Alpine Open presented by Kitzbühel Tirol,DP World Tour,CUT,KLM Open,DP World Tour,T48,DS Automobiles 83° Open d’Italia,DP World Tour,CUT,-1.41,-0.5
DAHMEN,JOEL,PGA,PGA Tour,Cadillac Championship,PGA Tour,T42,ONEflight Myrtle Beach Classic,PGA Tour,T62,THE CJ CUP Byron Nelson,PGA Tour,CUT,Charles Schwab Challenge,PGA Tour,CUT,RBC Canadian Open,PGA Tour,CUT,-1.41,-1.06
BOTHA,BAREND,KFT,Korn Ferry Tour,Visit Knoxville Open,Korn Ferry Tour,T21,UNC Health Championship,Korn Ferry Tour,CUT,BMW Charity Pro-Am Presented by TD SYNNEX,Korn Ferry Tour,CUT,OccuNet Classic presented by Amarillo National Bank,Korn Ferry Tour,CUT,Memorial Health Championship presented by LRS,Korn Ferry Tour,T33,-1.41,-0.82
LAIRD,MARTIN,KFT,Korn Ferry Tour,ONEflight Myrtle Beach Classic,PGA Tour,T48,Colonial Life Charity Classic,Korn Ferry Tour,T65,THE CJ CUP Byron Nelson,PGA Tour,T47,UNC Health Championship,Korn Ferry Tour,CUT,Memorial Health Championship presented by LRS,Korn Ferry Tour,CUT,-1.41,-0.36
LIST,LUKE,KFT,Korn Ferry Tour,Tulum Championship at PGA Riviera Maya,Korn Ferry Tour,T40,Zurich Classic of New Orleans,PGA Tour,T57,Estrella Damm Catalunya Championship,DP World Tour,CUT,THE CJ CUP Byron Nelson,PGA Tour,T38,UNC Health Championship,Korn Ferry Tour,CUT,-1.41,-0.12
TEATER,JOSH,KFT,Korn Ferry Tour,Colonial Life Charity Classic,Korn Ferry Tour,T59,Visit Knoxville Open,Korn Ferry Tour,T4,BMW Charity Pro-Am Presented by TD SYNNEX,Korn Ferry Tour,CUT,OccuNet Classic presented by Amarillo National Bank,Korn Ferry Tour,CUT,Memorial Health Championship presented by LRS,Korn Ferry Tour,CUT,-1.42,0.45
LOMBARD,ZANDER,DPT,DP World Tour,Estrella Damm Catalunya Championship,DP World Tour,CUT,Soudal Open,DP World Tour,75,Austrian Alpine Open presented by Kitzbühel Tirol,DP World Tour,T8,KLM Open,DP World Tour,CUT,DS Automobiles 83° Open d’Italia,DP World Tour,CUT,-1.42,-0.31
GOODWIN,NOAH,KFT,Korn Ferry Tour,THE CJ CUP Byron Nelson,PGA Tour,CUT,UNC Health Championship,Korn Ferry Tour,CUT,BMW Charity Pro-Am Presented by TD SYNNEX,Korn Ferry Tour,T38,OccuNet Classic presented by Amarillo National Bank,Korn Ferry Tour,CUT,Memorial Health Championship presented by LRS,Korn Ferry Tour,T54,-1.42,-0.74
LEE,JUNGHWAN,"ASA, KOR",ASA,Estrella Damm Catalunya Championship,DP World Tour,CUT,Kolon The 68th KOREA Open,ASA,CUT,Austrian Alpine Open presented by Kitzbühel Tirol,DP World Tour,T10,Hana Bank Invitational,KPGA Korean Tour,CUT,DS Automobiles 83° Open d’Italia,DP World Tour,T47,-1.43,-0.31
KAEWKANJANA,SADOM,DPT,DP World Tour,Soudal Open,DP World Tour,T28,Austrian Alpine Open presented by Kitzbühel Tirol,DP World Tour,T63,KLM Open,DP World Tour,CUT,International Series Morocco presented by Visit Morocco,Asian Tour,CUT,DS Automobiles 83° Open d’Italia,DP World Tour,T48,-1.44,-0.64
CONE,TREVOR,KFT,Korn Ferry Tour,Visit Knoxville Open,Korn Ferry Tour,CUT,UNC Health Championship,Korn Ferry Tour,CUT,BMW Charity Pro-Am Presented by TD SYNNEX,Korn Ferry Tour,CUT,OccuNet Classic presented by Amarillo National Bank,Korn Ferry Tour,CUT,Memorial Health Championship presented by LRS,Korn Ferry Tour,CUT,-1.44,-0.93
VEERMAN,JOHANNES,DPT,DP World Tour,Turkish Airlines Open,DP World Tour,CUT,Estrella Damm Catalunya Championship,DP World Tour,CUT,Austrian Alpine Open presented by Kitzbühel Tirol,DP World Tour,CUT,KLM Open,DP World Tour,CUT,DS Automobiles 83° Open d’Italia,DP World Tour,CUT,-1.44,-0.3
DEL SOLAR,CRISTOBAL,KFT,Korn Ferry Tour,Visit Knoxville Open,Korn Ferry Tour,CUT,UNC Health Championship,Korn Ferry Tour,CUT,BMW Charity Pro-Am Presented by TD SYNNEX,Korn Ferry Tour,CUT,OccuNet Classic presented by Amarillo National Bank,Korn Ferry Tour,T40,Memorial Health Championship presented by LRS,Korn Ferry Tour,T7,-1.45,0.02
TOWNSEND,HUGO,DPT,DP World Tour,Estrella Damm Catalunya Championship,DP World Tour,CUT,Soudal Open,DP World Tour,T43,Austrian Alpine Open presented by Kitzbühel Tirol,DP World Tour,CUT,KLM Open,DP World Tour,CUT,DS Automobiles 83° Open d’Italia,DP World Tour,T47,-1.46,-0.4
WALKER,DANNY,PGA,PGA Tour,Zurich Classic of New Orleans,PGA Tour,CUT,ONEflight Myrtle Beach Classic,PGA Tour,CUT,THE CJ CUP Byron Nelson,PGA Tour,T38,Charles Schwab Challenge,PGA Tour,CUT,RBC Canadian Open,PGA Tour,CUT,-1.5,-0.37
NAIDOO,DYLAN,DPT,DP World Tour,Estrella Damm Catalunya Championship,DP World Tour,CUT,Soudal Open,DP World Tour,T64,Austrian Alpine Open presented by Kitzbühel Tirol,DP World Tour,CUT,KLM Open,DP World Tour,CUT,DS Automobiles 83° Open d’Italia,DP World Tour,CUT,-1.5,0.63
GORDON,WILL,KFT,Korn Ferry Tour,THE CJ CUP Byron Nelson,PGA Tour,CUT,UNC Health Championship,Korn Ferry Tour,CUT,BMW Charity Pro-Am Presented by TD SYNNEX,Korn Ferry Tour,CUT,OccuNet Classic presented by Amarillo National Bank,Korn Ferry Tour,T64,Memorial Health Championship presented by LRS,Korn Ferry Tour,CUT,-1.51,-0.2
JONSSON,TOBIAS,DPT,DP World Tour,Estrella Damm Catalunya Championship,DP World Tour,CUT,Soudal Open,DP World Tour,T70,Austrian Alpine Open presented by Kitzbühel Tirol,DP World Tour,CUT,KLM Open,DP World Tour,CUT,DS Automobiles 83° Open d’Italia,DP World Tour,T47,-1.51,-0.23
VON DELLINGSHAUSEN,NICOLAI,DPT,DP World Tour,Estrella Damm Catalunya Championship,DP World Tour,T66,Soudal Open,DP World Tour,CUT,Austrian Alpine Open presented by Kitzbühel Tirol,DP World Tour,T70,KLM Open,DP World Tour,10,DS Automobiles 83° Open d’Italia,DP World Tour,CUT,-1.51,-0.38
VOOIS,RYAN,AM,Amateur,Augusta Haskins Award Invitational,Amateur,T28,Hoosier Collegiate Invitational,Amateur,T31,Big Ten Men's Golf Championships,Amateur,T6,NCAA Athens Regional,Amateur,T17,Blue Cross and Blue Shield of Kansas Wichita Open presented by Syndeo,PGA Tour Americas,T3,-1.53,-0.12
CHANDLER,WILL,KFT,Korn Ferry Tour,Visit Knoxville Open,Korn Ferry Tour,CUT,UNC Health Championship,Korn Ferry Tour,CUT,BMW Charity Pro-Am Presented by TD SYNNEX,Korn Ferry Tour,CUT,OccuNet Classic presented by Amarillo National Bank,Korn Ferry Tour,CUT,Memorial Health Championship presented by LRS,Korn Ferry Tour,T48,-1.53,-0.09
LUITEN,JOOST,DPT,DP World Tour,Estrella Damm Catalunya Championship,DP World Tour,T60,Soudal Open,DP World Tour,CUT,Austrian Alpine Open presented by Kitzbühel Tirol,DP World Tour,T74,KLM Open,DP World Tour,CUT,DS Automobiles 83° Open d’Italia,DP World Tour,T7,-1.54,-1.13
GARCIA RODRIGUEZ,SEBASTIAN,DPT,DP World Tour,Estrella Damm Catalunya Championship,DP World Tour,T60,Soudal Open,DP World Tour,CUT,Austrian Alpine Open presented by Kitzbühel Tirol,DP World Tour,CUT,KLM Open,DP World Tour,T25,DS Automobiles 83° Open d’Italia,DP World Tour,66,-1.55,-0.21
LOWER,JUSTIN,PGA,PGA Tour,Valero Texas Open,PGA Tour,T47,Zurich Classic of New Orleans,PGA Tour,CUT,ONEflight Myrtle Beach Classic,PGA Tour,T32,THE CJ CUP Byron Nelson,PGA Tour,CUT,RBC Canadian Open,PGA Tour,T45,-1.55,-0.74
SURI,JULIAN,KFT,Korn Ferry Tour,Visit Knoxville Open,Korn Ferry Tour,T10,UNC Health Championship,Korn Ferry Tour,CUT,BMW Charity Pro-Am Presented by TD SYNNEX,Korn Ferry Tour,CUT,OccuNet Classic presented by Amarillo National Bank,Korn Ferry Tour,CUT,Memorial Health Championship presented by LRS,Korn Ferry Tour,T40,-1.56,-0.67
VAN PARIS,JACKSON,KFT,Korn Ferry Tour,Visit Knoxville Open,Korn Ferry Tour,T61,UNC Health Championship,Korn Ferry Tour,CUT,BMW Charity Pro-Am Presented by TD SYNNEX,Korn Ferry Tour,CUT,U.S. Open,Major,T27,Memorial Health Championship presented by LRS,Korn Ferry Tour,CUT,-1.56,-0.56
ARNAUS,ADRI,DPT,DP World Tour,Estrella Damm Catalunya Championship,DP World Tour,T55,Soudal Open,DP World Tour,T54,Austrian Alpine Open presented by Kitzbühel Tirol,DP World Tour,CUT,KLM Open,DP World Tour,CUT,DS Automobiles 83° Open d’Italia,DP World Tour,CUT,-1.57,-0.08
BURNETT,RYAN,KFT,Korn Ferry Tour,Visit Knoxville Open,Korn Ferry Tour,CUT,UNC Health Championship,Korn Ferry Tour,T50,BMW Charity Pro-Am Presented by TD SYNNEX,Korn Ferry Tour,T30,OccuNet Classic presented by Amarillo National Bank,Korn Ferry Tour,T68,Memorial Health Championship presented by LRS,Korn Ferry Tour,CUT,-1.57,0
DUNCAN,AUSTIN,KFT,Korn Ferry Tour,Diners Club Peru Open,PGA Tour Americas,T26,Visit Knoxville Open,Korn Ferry Tour,CUT,UNC Health Championship,Korn Ferry Tour,68,BMW Charity Pro-Am Presented by TD SYNNEX,Korn Ferry Tour,CUT,OccuNet Classic presented by Amarillo National Bank,Korn Ferry Tour,CUT,-1.58,0.22
WHITNEY,TOM,KFT,Korn Ferry Tour,Colonial Life Charity Classic,Korn Ferry Tour,CUT,Visit Knoxville Open,Korn Ferry Tour,T73,BMW Charity Pro-Am Presented by TD SYNNEX,Korn Ferry Tour,T66,OccuNet Classic presented by Amarillo National Bank,Korn Ferry Tour,CUT,Memorial Health Championship presented by LRS,Korn Ferry Tour,T26,-1.6,-0.43
