Last Name,First Name,main-tour-L20 Rds,Last 5 Starts-Tour-Start 1,Last 5 Starts-Event-Start 1,Last 5 Starts-Finish-Start 1,Last 5 Starts-Tour-Start 2,Last 5 Starts-Event-Start 2,Last 5 Starts-Finish-Start 2,Last 5 Starts-Tour-Start 3,Last 5 Starts-Event-Start 3,Last 5 Starts-Finish-Start 3,Last 5 Starts-Tour-Start 4,Last 5 Starts-Event-Start 4,Last 5 Starts-Finish-Start 4,Last 5 Starts-Tour-Start 5,Last 5 Starts-Event-Start 5,Last 5 Starts-Finish-Start 5,True SG,True SG vs Baseline
WHALEY,VINCE,PGA,PGA Tour,ONEflight Myrtle Beach Classic,CUT,PGA Tour,THE CJ CUP Byron Nelson,CUT,PGA Tour,Charles Schwab Challenge,1,PGA Tour,RBC Canadian Open,CUT,PGA Tour,John Deere Classic,T65,-0.56,-0.65
LEE,SANG-HEE,KOR,KPGA Korean Tour,Gate Way To The Open Mizuno Open,2,Japan Golf Tour,The 69th KPGA Championship with A-ONE CC,T58,KPGA Korean Tour,Hana Bank Invitational,1,KPGA Korean Tour,KPGA Gunsan CC Open,T3,KPGA Korean Tour,JAPAN PLAYERS CHAMPIONSHIP by Satosyokuhin,T5,-0.56,0.94
DU PLESSIS,HENNIE,DPT,DP World Tour,Soudal Open,CUT,DP World Tour,Austrian Alpine Open presented by Kitzbühel Tirol,T63,DP World Tour,KLM Open,T40,DP World Tour,U.S. Open,1,Major,BMW International Open,2,-0.56,-0.93
MERRITT,TROY,KFT,Korn Ferry Tour,THE CJ CUP Byron Nelson,T5,PGA Tour,UNC Health Championship,T54,Korn Ferry Tour,BMW Charity Pro-Am Presented by TD SYNNEX,T48,Korn Ferry Tour,Memorial Health Championship presented by LRS,T21,Korn Ferry Tour,John Deere Classic,CUT,-0.56,0.46
ATKINS,MATT,KFT,Korn Ferry Tour,Visit Knoxville Open,1,Korn Ferry Tour,UNC Health Championship,T15,Korn Ferry Tour,BMW Charity Pro-Am Presented by TD SYNNEX,T7,Korn Ferry Tour,OccuNet Classic presented by Amarillo National Bank,T27,Korn Ferry Tour,Memorial Health Championship presented by LRS,CUT,-0.56,0.27
PENG,BO,CHN,China Tour,Volvo China Open,T18,DP World Tour,Straits Cup Xiamen Open,T13,China Tour,HONGYUNLANG·Nanjing Open,1,China Tour,Shanghai Open,T2,China Tour,Bangkok Classic,1,-0.57,1.55
SADDIER,ADRIEN,PGA,PGA Tour,PGA Championship,CUT,Major,THE CJ CUP Byron Nelson,CUT,PGA Tour,Charles Schwab Challenge,T40,PGA Tour,U.S. Open,CUT,Major,DS Automobiles 83° Open d’Italia,T42,-0.57,-0.3
CLEMENTS,TODD,DPT,DP World Tour,Soudal Open,T11,DP World Tour,Austrian Alpine Open presented by Kitzbühel Tirol,CUT,DP World Tour,KLM Open,CUT,DP World Tour,DS Automobiles 83° Open d’Italia,T38,DP World Tour,BMW International Open,CUT,-0.59,-0.2
THOMAS,RAYHAN,KFT,Korn Ferry Tour,Visit Knoxville Open,1,Korn Ferry Tour,UNC Health Championship,T39,Korn Ferry Tour,BMW Charity Pro-Am Presented by TD SYNNEX,T3,Korn Ferry Tour,OccuNet Classic presented by Amarillo National Bank,CUT,Korn Ferry Tour,Memorial Health Championship presented by LRS,1,-0.59,0.59
STREELMAN,KEVIN,PGA,PGA Tour,Zurich Classic of New Orleans,T42,PGA Tour,ONEflight Myrtle Beach Classic,CUT,PGA Tour,THE CJ CUP Byron Nelson,CUT,PGA Tour,Charles Schwab Challenge,CUT,PGA Tour,John Deere Classic,CUT,-0.6,0.26
HALVORSEN,ANDREAS,DPT,DP World Tour,Estrella Damm Catalunya Championship,T32,DP World Tour,Soudal Open,T31,DP World Tour,Austrian Alpine Open presented by Kitzbühel Tirol,T41,DP World Tour,KLM Open,WD,DP World Tour,DS Automobiles 83° Open d’Italia,T59,-0.6,0.12
FUJIMOTO,YOSHINORI,JPN,Japan Golf Tour,Kansai Open Golf Championship,T13,Japan Golf Tour,Japan PGA Championship Senko Group Cup,1,Japan Golf Tour,Gate Way To The Open Mizuno Open,1,Japan Golf Tour,BMW Japan Golf Tour Championship Mori Building Cup,T34,Japan Golf Tour,JAPAN PLAYERS CHAMPIONSHIP by Satosyokuhin,T42,-0.6,0.51
ROBINSON THOMPSON,BRANDON,DPT,DP World Tour,Soudal Open,CUT,DP World Tour,Austrian Alpine Open presented by Kitzbühel Tirol,CUT,DP World Tour,KLM Open,T40,DP World Tour,DS Automobiles 83° Open d’Italia,CUT,DP World Tour,BMW International Open,T21,-0.6,-0.04
JAEGER,STEPHAN,PGA,PGA Tour,PGA Championship,T15,Major,THE CJ CUP Byron Nelson,T9,PGA Tour,Charles Schwab Challenge,1,PGA Tour,RBC Canadian Open,T18,PGA Tour,John Deere Classic,CUT,-0.6,-0.61
MUNOZ,SEBASTIAN,LIV,LIV Golf,Mexico City,T27,LIV Golf,Virginia,T25,LIV Golf,Korea,T30,LIV Golf,Andalucia,T61,LIV Golf,BMW International Open,T23,-0.61,-0.75
SAVOIE,JOEY,PTA,PGA Tour Americas,94 Abierto del Centro Zurich presentado por Personal,CUT,PGA Tour Americas,Diners Club Peru Open,T27,PGA Tour Americas,KIA Open de Ecuador presentado por Diners Club,1,PGA Tour Americas,RBC Canadian Open,1,PGA Tour,Blue Cross and Blue Shield of Kansas Wichita Open presented by Syndeo,T67,-0.61,1.24
GOOSEN,RETIEF,CHAMP,PGA Tour Champions,Regions Tradition,T5,PGA Tour Champions,Insperity Invitational,19,PGA Tour Champions,Principal Charity Classic,1,PGA Tour Champions,DICK'S Open,T2,PGA Tour Champions,U.S. Senior Open Championship,T18,-0.61,0.61
LAHIRI,ANIRBAN,LIV,LIV Golf,Mexico City,10,LIV Golf,Virginia,T46,LIV Golf,Korea,T44,LIV Golf,Andalucia,CUT,LIV Golf,International Series Morocco presented by Visit Morocco,T41,-0.61,0.15
SATO,TAIHEI,JPN,Japan Golf Tour,Japan PGA Championship Senko Group Cup,T7,Japan Golf Tour,Gate Way To The Open Mizuno Open,T38,Japan Golf Tour,BMW Japan Golf Tour Championship Mori Building Cup,CUT,Japan Golf Tour,U.S. Open,5,Major,JAPAN PLAYERS CHAMPIONSHIP by Satosyokuhin,1,-0.61,0.34
SOLOMON,JACOB,KFT,Korn Ferry Tour,Visit Knoxville Open,T25,Korn Ferry Tour,UNC Health Championship,T58,Korn Ferry Tour,BMW Charity Pro-Am Presented by TD SYNNEX,1,Korn Ferry Tour,OccuNet Classic presented by Amarillo National Bank,CUT,Korn Ferry Tour,Memorial Health Championship presented by LRS,CUT,-0.62,0.82
CELLI,FILIPPO,DPT,DP World Tour,Austrian Alpine Open presented by Kitzbühel Tirol,CUT,DP World Tour,KLM Open,T17,DP World Tour,U.S. Open,WD,Major,DS Automobiles 83° Open d’Italia,T30,DP World Tour,BMW International Open,CUT,-0.62,0.63
GOMEZ,FABIAN,KFT,Korn Ferry Tour,THE CJ CUP Byron Nelson,T21,PGA Tour,UNC Health Championship,T47,Korn Ferry Tour,BMW Charity Pro-Am Presented by TD SYNNEX,CUT,Korn Ferry Tour,OccuNet Classic presented by Amarillo National Bank,T74,Korn Ferry Tour,John Deere Classic,T3,-0.62,0.19
VRZICH,JOEY,PTA,PGA Tour Americas,94 Abierto del Centro Zurich presentado por Personal,T7,PGA Tour Americas,Diners Club Peru Open,T27,PGA Tour Americas,Mexico Championship presented by Scotia Wealth Management,1,PGA Tour Americas,Inter Rapidisimo Golf Championship,T29,PGA Tour Americas,Blue Cross and Blue Shield of Kansas Wichita Open presented by Syndeo,T7,-0.62,0.7
ZHOU,YANHAN,DPT,DP World Tour,Soudal Open,CUT,DP World Tour,Austrian Alpine Open presented by Kitzbühel Tirol,T41,DP World Tour,KLM Open,T12,DP World Tour,DS Automobiles 83° Open d’Italia,CUT,DP World Tour,BMW International Open,9,-0.62,-0.04
PARATORE,RENATO,DPT,DP World Tour,Soudal Open,CUT,DP World Tour,Austrian Alpine Open presented by Kitzbühel Tirol,T30,DP World Tour,KLM Open,T47,DP World Tour,DS Automobiles 83° Open d’Italia,T13,DP World Tour,BMW International Open,T60,-0.65,0.68
HADWIN,ADAM,KFT,Korn Ferry Tour,THE CJ CUP Byron Nelson,CUT,PGA Tour,BMW Charity Pro-Am Presented by TD SYNNEX,CUT,Korn Ferry Tour,RBC Canadian Open,T7,PGA Tour,Memorial Health Championship presented by LRS,CUT,Korn Ferry Tour,John Deere Classic,T40,-0.65,-0.01
HIDALGO PORTILLO,ANGEL,DPT,DP World Tour,Austrian Alpine Open presented by Kitzbühel Tirol,T19,DP World Tour,KLM Open,CUT,DP World Tour,U.S. Open,T21,Major,DS Automobiles 83° Open d’Italia,CUT,DP World Tour,BMW International Open,T53,-0.65,0.62
WIEDEMEYER,TIM,AM,Amateur,Mountaineer Invitational at Pete Dye,1,Amateur,Big 12 Men's Golf Championship,T15,Amateur,NCAA Corvallis Regional,1,Amateur,The Amateur Championship,T5,Amateur,European Amateur Championship,T65,-0.65,0.34
PHILLIPS,CHANDLER,PGA,PGA Tour,THE CJ CUP Byron Nelson,CUT,PGA Tour,Charles Schwab Challenge,CUT,PGA Tour,RBC Canadian Open,CUT,PGA Tour,U.S. Open,T15,Major,John Deere Classic,T15,-0.65,-0.21
DA COSTA RODRIGUES,DANIEL,DPT,DP World Tour,Soudal Open,T6,DP World Tour,Austrian Alpine Open presented by Kitzbühel Tirol,CUT,DP World Tour,KLM Open,CUT,DP World Tour,DS Automobiles 83° Open d’Italia,CUT,DP World Tour,BMW International Open,CUT,-0.65,0.02
VAN TONDER,DANIEL,DPT,DP World Tour,Turkish Airlines Open,T25,DP World Tour,Estrella Damm Catalunya Championship,CUT,DP World Tour,SunBet Challenge hosted by Sun Boardwalk,CUT,Sunshine Tour,DS Automobiles 83° Open d’Italia,T38,DP World Tour,BMW International Open,T2,-0.66,0.3
WESTMORELAND,KYLE,KFT,Korn Ferry Tour,Visit Knoxville Open,1,Korn Ferry Tour,UNC Health Championship,T39,Korn Ferry Tour,BMW Charity Pro-Am Presented by TD SYNNEX,T54,Korn Ferry Tour,OccuNet Classic presented by Amarillo National Bank,CUT,Korn Ferry Tour,Memorial Health Championship presented by LRS,1,-0.67,0.63
SCRIVENER,JASON,DPT,DP World Tour,Soudal Open,CUT,DP World Tour,Austrian Alpine Open presented by Kitzbühel Tirol,T30,DP World Tour,KLM Open,CUT,DP World Tour,DS Automobiles 83° Open d’Italia,CUT,DP World Tour,BMW International Open,T58,-0.67,0.06
RUSSELL,MILES,AM,Amateur,Terra Cotta Invitational,T39,Amateur,Team TaylorMade Invitational,T12,Amateur,UNC Health Championship,T4,Korn Ferry Tour,U.S. Open,T5,Major,Northeast Amateur Invitational,CUT,-0.67,-0.36
CANNON,WILL,KFT,Korn Ferry Tour,Visit Knoxville Open,T3,Korn Ferry Tour,UNC Health Championship,T29,Korn Ferry Tour,BMW Charity Pro-Am Presented by TD SYNNEX,T33,Korn Ferry Tour,OccuNet Classic presented by Amarillo National Bank,1,Korn Ferry Tour,Memorial Health Championship presented by LRS,1,-0.67,0.21
MALNATI,PETER,PGA,PGA Tour,Zurich Classic of New Orleans,CUT,PGA Tour,ONEflight Myrtle Beach Classic,CUT,PGA Tour,THE CJ CUP Byron Nelson,T53,PGA Tour,RBC Canadian Open,T58,PGA Tour,John Deere Classic,T19,-0.67,0.01
BLANCHET,CHANDLER,PGA,PGA Tour,PGA Championship,T67,Major,THE CJ CUP Byron Nelson,T44,PGA Tour,Charles Schwab Challenge,CUT,PGA Tour,RBC Canadian Open,CUT,PGA Tour,John Deere Classic,T42,-0.68,-0.72
BAE,YONGJUN,KOR,KPGA Korean Tour,KPGA Gyeongbuk Open,1,KPGA Korean Tour,THE CJ CUP Byron Nelson,T18,PGA Tour,The 69th KPGA Championship with A-ONE CC,T62,KPGA Korean Tour,Hana Bank Invitational,T16,KPGA Korean Tour,KPGA Gunsan CC Open,T3,-0.68,0.35
DOUGHERTY,KEVIN,KFT,Korn Ferry Tour,Colonial Life Charity Classic,T15,Korn Ferry Tour,Visit Knoxville Open,CUT,Korn Ferry Tour,BMW Charity Pro-Am Presented by TD SYNNEX,1,Korn Ferry Tour,OccuNet Classic presented by Amarillo National Bank,T10,Korn Ferry Tour,Memorial Health Championship presented by LRS,CUT,-0.68,0.04
FRANCOEUR,CHRIS,KFT,Korn Ferry Tour,Visit Knoxville Open,1,Korn Ferry Tour,UNC Health Championship,T29,Korn Ferry Tour,BMW Charity Pro-Am Presented by TD SYNNEX,T48,Korn Ferry Tour,OccuNet Classic presented by Amarillo National Bank,T33,Korn Ferry Tour,Memorial Health Championship presented by LRS,1,-0.68,0.26
CABRERA BELLO,RAFA,DPT,DP World Tour,Soudal Open,CUT,DP World Tour,Austrian Alpine Open presented by Kitzbühel Tirol,CUT,DP World Tour,KLM Open,T4,DP World Tour,DS Automobiles 83° Open d’Italia,CUT,DP World Tour,BMW International Open,T66,-0.69,-0.24
TRACE,TRAVIS,KFT,Korn Ferry Tour,Visit Knoxville Open,1,Korn Ferry Tour,UNC Health Championship,T15,Korn Ferry Tour,BMW Charity Pro-Am Presented by TD SYNNEX,1,Korn Ferry Tour,OccuNet Classic presented by Amarillo National Bank,CUT,Korn Ferry Tour,Memorial Health Championship presented by LRS,CUT,-0.7,0.15
NAGANO,RYUTARO,JPN,Japan Golf Tour,Kansai Open Golf Championship,1,Japan Golf Tour,Japan PGA Championship Senko Group Cup,T14,Japan Golf Tour,Gate Way To The Open Mizuno Open,1,Japan Golf Tour,BMW Japan Golf Tour Championship Mori Building Cup,T2,Japan Golf Tour,JAPAN PLAYERS CHAMPIONSHIP by Satosyokuhin,T42,-0.7,0.22
FLAVIN,PATRICK,PTA,PGA Tour Americas,Diners Club Peru Open,CUT,PGA Tour Americas,KIA Open de Ecuador presentado por Diners Club,2,PGA Tour Americas,Mexico Championship presented by Scotia Wealth Management,T8,PGA Tour Americas,Inter Rapidisimo Golf Championship,1,PGA Tour Americas,Blue Cross and Blue Shield of Kansas Wichita Open presented by Syndeo,T48,-0.7,0.71
EASTERBROOK,SAM,AM,Amateur,Big Ten Men's Golf Championships,T20,Amateur,NCAA Corvallis Regional,T9,Amateur,NCAA DI Men's National Championship- Stroke Play,1,Amateur,The Amateur Championship,T16,Amateur,European Amateur Championship,T5,-0.71,1.34
GALLETTI,NICOLO,KFT,Korn Ferry Tour,Visit Knoxville Open,T6,Korn Ferry Tour,UNC Health Championship,CUT,Korn Ferry Tour,BMW Charity Pro-Am Presented by TD SYNNEX,1,Korn Ferry Tour,OccuNet Classic presented by Amarillo National Bank,T45,Korn Ferry Tour,Memorial Health Championship presented by LRS,CUT,-0.71,-0.27
SIMONSEN,MARTIN,CHA,Challenge Tour,Sand Valley Spring Series Championship,1,undefined,Big Green Egg Blekinge Open,T6,undefined,Danish Golf Challenge,T6,Challenge Tour,Interwetten Open,1,Challenge Tour,Le Vaudreuil Golf Challenge,CUT,-0.71,0.88
HUMPHREY,THEO,KFT,Korn Ferry Tour,Visit Knoxville Open,1,Korn Ferry Tour,UNC Health Championship,T6,Korn Ferry Tour,BMW Charity Pro-Am Presented by TD SYNNEX,T54,Korn Ferry Tour,OccuNet Classic presented by Amarillo National Bank,T45,Korn Ferry Tour,Memorial Health Championship presented by LRS,1,-0.71,0.63
WOLCOTT,HUNTER,KFT,Korn Ferry Tour,Diners Club Peru Open,T30,PGA Tour Americas,Visit Knoxville Open,T20,Korn Ferry Tour,UNC Health Championship,T8,Korn Ferry Tour,Inter Rapidisimo Golf Championship,66,PGA Tour Americas,Memorial Health Championship presented by LRS,CUT,-0.71,1.16
ANDERSEN,MASON,KFT,Korn Ferry Tour,Colonial Life Charity Classic,1,Korn Ferry Tour,Visit Knoxville Open,T47,Korn Ferry Tour,UNC Health Championship,1,Korn Ferry Tour,BMW Charity Pro-Am Presented by TD SYNNEX,T13,Korn Ferry Tour,Memorial Health Championship presented by LRS,CUT,-0.71,-0.13
MOLDOVAN,MAXWELL,KFT,Korn Ferry Tour,Visit Knoxville Open,1,Korn Ferry Tour,UNC Health Championship,T52,Korn Ferry Tour,BMW Charity Pro-Am Presented by TD SYNNEX,T17,Korn Ferry Tour,OccuNet Classic presented by Amarillo National Bank,T55,Korn Ferry Tour,Memorial Health Championship presented by LRS,1,-0.72,0.52
LAMB,RICK,KFT,Korn Ferry Tour,Colonial Life Charity Classic,1,Korn Ferry Tour,Visit Knoxville Open,T51,Korn Ferry Tour,UNC Health Championship,T19,Korn Ferry Tour,OccuNet Classic presented by Amarillo National Bank,T53,Korn Ferry Tour,Memorial Health Championship presented by LRS,1,-0.72,0.14
GOODMAN,DREW,PTA,PGA Tour Americas,Diners Club Peru Open,T17,PGA Tour Americas,KIA Open de Ecuador presentado por Diners Club,CUT,PGA Tour Americas,Mexico Championship presented by Scotia Wealth Management,1,PGA Tour Americas,Inter Rapidisimo Golf Championship,T32,PGA Tour Americas,Blue Cross and Blue Shield of Kansas Wichita Open presented by Syndeo,T20,-0.73,0.56
FISHER,ROSS,DPT,DP World Tour,Soudal Open,69,DP World Tour,Austrian Alpine Open presented by Kitzbühel Tirol,73,DP World Tour,KLM Open,T57,DP World Tour,DS Automobiles 83° Open d’Italia,T23,DP World Tour,BMW International Open,T21,-0.74,0.45
BRADBURY,DAN,DPT,DP World Tour,Turkish Airlines Open,T41,DP World Tour,Estrella Damm Catalunya Championship,CUT,DP World Tour,KLM Open,T6,DP World Tour,DS Automobiles 83° Open d’Italia,1,DP World Tour,BMW International Open,CUT,-0.74,-0.49
GREYSERMAN,DEAN,AM,Amateur,79th Western Intercollegiate,1,Amateur,2026 ACC Men's Golf Championship - Stroke Play,T1,Amateur,NCAA Columbus Regional,1,Amateur,NCAA DI Men's National Championship- Stroke Play,T36,Amateur,Northeast Amateur Invitational,T6,-0.75,1.28
GIBOUDOT,MAXENCE,CHA,Challenge Tour,Challenge de España,T16,Challenge Tour,Interwetten Open,T50,Challenge Tour,English Open supported by HotelPlanner,1,Challenge Tour,Blot Play9,CUT,Challenge Tour,Le Vaudreuil Golf Challenge,T4,-0.75,0.9
CATLIN,JOHN,CHA,Challenge Tour,Austrian Alpine Open presented by Kitzbühel Tirol,T14,DP World Tour,Swiss Challenge,CUT,Challenge Tour,International Series Morocco presented by Visit Morocco,1,Asian Tour,English Open supported by HotelPlanner,T31,Challenge Tour,Blot Play9,1,-0.75,0.57
TANKERSLEY,CAMERON,AM,Amateur,Mossy Oak Collegiate,1,Amateur,2026 SEC Men's Golf Championship Stroke Play,T7,Amateur,NCAA Winston-Salem Regional,1,Amateur,NCAA DI Men's National Championship- Stroke Play,2,Amateur,Blue Cross and Blue Shield of Kansas Wichita Open presented by Syndeo,T42,-0.75,0.55
SIMPSON,SAMUEL,AFR,Sunshine Tour,FBC ZIM Open,1,Sunshine Tour,Kit Kat Cash & Carry Pro-Am,T5,Sunshine Tour,SunBet Challenge hosted by Sun Boardwalk,1,Sunshine Tour,The Mopani Zambia Open,T36,Sunshine Tour,KCM Golf Challenge,T5,-0.75,0.84
ELS,ERNIE,CHAMP,PGA Tour Champions,Regions Tradition,T11,PGA Tour Champions,Insperity Invitational,T8,PGA Tour Champions,Trophy Hassan II,2,PGA Tour Champions,Principal Charity Classic,T4,PGA Tour Champions,U.S. Senior Open Championship,T12,-0.75,0.28
SPRINGER,HAYDEN,PGA,PGA Tour,ONEflight Myrtle Beach Classic,CUT,PGA Tour,THE CJ CUP Byron Nelson,T24,PGA Tour,Charles Schwab Challenge,CUT,PGA Tour,RBC Canadian Open,T58,PGA Tour,John Deere Classic,CUT,-0.76,-0.41
HOSHINO,RIKUYA,DPT,DP World Tour,Soudal Open,CUT,DP World Tour,Austrian Alpine Open presented by Kitzbühel Tirol,T53,DP World Tour,KLM Open,T26,DP World Tour,DS Automobiles 83° Open d’Italia,CUT,DP World Tour,BMW International Open,T58,-0.76,0.26
CHOI,SAM,KFT,Korn Ferry Tour,Visit Knoxville Open,T19,Korn Ferry Tour,UNC Health Championship,CUT,Korn Ferry Tour,BMW Charity Pro-Am Presented by TD SYNNEX,T60,Korn Ferry Tour,OccuNet Classic presented by Amarillo National Bank,CUT,Korn Ferry Tour,Memorial Health Championship presented by LRS,1,-0.76,0.76
BALLESTER,JOSE LUIS,LIV,LIV Golf,Soudal Open,CUT,DP World Tour,Korea,CUT,LIV Golf,Andalucia,T34,LIV Golf,DS Automobiles 83° Open d’Italia,CUT,DP World Tour,BMW International Open,55,-0.76,-0.95
TRINGALE,CAMERON,LIV,LIV Golf,Mexico City,T45,LIV Golf,Virginia,T10,LIV Golf,Korea,T46,LIV Golf,Andalucia,30,LIV Golf,International Series Morocco presented by Visit Morocco,T34,-0.77,-0.21
KAYMER,MARTIN,LIV,LIV Golf,Virginia,T24,LIV Golf,PGA Championship,T39,Major,Korea,T35,LIV Golf,Andalucia,CUT,LIV Golf,BMW International Open,T45,-0.77,0.11
HIGA,KAZUKI,JPN,Japan Golf Tour,PGA Championship,T7,Major,Japan PGA Championship Senko Group Cup,T70,Japan Golf Tour,Gate Way To The Open Mizuno Open,CUT,Japan Golf Tour,BMW Japan Golf Tour Championship Mori Building Cup,T4,Japan Golf Tour,JAPAN PLAYERS CHAMPIONSHIP by Satosyokuhin,1,-0.77,-0.02
SONG,YOUNGHAN,LIV,LIV Golf,Japan PGA Championship Senko Group Cup,T10,Japan Golf Tour,Korea,T2,LIV Golf,Andalucia,T12,LIV Golf,International Series Morocco presented by Visit Morocco,CUT,Asian Tour,JAPAN PLAYERS CHAMPIONSHIP by Satosyokuhin,T42,-0.78,-0.05
WARREN,MARC,CHA,Challenge Tour,Austrian Alpine Open presented by Kitzbühel Tirol,1,DP World Tour,Swiss Challenge,T54,Challenge Tour,English Open supported by HotelPlanner,T2,Challenge Tour,Blot Play9,T23,Challenge Tour,Le Vaudreuil Golf Challenge,WD,-0.78,0.53
LEDESMA,NELSON,PTA,PGA Tour Americas,Diners Club Peru Open,T17,PGA Tour Americas,Visit Knoxville Open,T48,Korn Ferry Tour,BMW Charity Pro-Am Presented by TD SYNNEX,WD,Korn Ferry Tour,OccuNet Classic presented by Amarillo National Bank,CUT,Korn Ferry Tour,Blue Cross and Blue Shield of Kansas Wichita Open presented by Syndeo,T47,-0.78,0.55
SCHOTT,FREDDY,DPT,DP World Tour,Estrella Damm Catalunya Championship,CUT,DP World Tour,Soudal Open,CUT,DP World Tour,Austrian Alpine Open presented by Kitzbühel Tirol,CUT,DP World Tour,DS Automobiles 83° Open d’Italia,T16,DP World Tour,BMW International Open,CUT,-0.78,0.11
DOYLE,DREW,PTA,PGA Tour Americas,Diners Club Peru Open,T27,PGA Tour Americas,KIA Open de Ecuador presentado por Diners Club,T48,PGA Tour Americas,Mexico Championship presented by Scotia Wealth Management,T29,PGA Tour Americas,Inter Rapidisimo Golf Championship,1,PGA Tour Americas,Blue Cross and Blue Shield of Kansas Wichita Open presented by Syndeo,T49,-0.78,1.14
ROSENMUELLER,THOMAS,KFT,Korn Ferry Tour,UNC Health Championship,T19,Korn Ferry Tour,BMW Charity Pro-Am Presented by TD SYNNEX,CUT,Korn Ferry Tour,OccuNet Classic presented by Amarillo National Bank,66,Korn Ferry Tour,Memorial Health Championship presented by LRS,6,Korn Ferry Tour,BMW International Open,CUT,-0.78,-0.3
NICHOLAS,JAMES,KFT,Korn Ferry Tour,UNC Health Championship,T65,Korn Ferry Tour,BMW Charity Pro-Am Presented by TD SYNNEX,CUT,Korn Ferry Tour,OccuNet Classic presented by Amarillo National Bank,CUT,Korn Ferry Tour,U.S. Open,CUT,Major,Memorial Health Championship presented by LRS,T28,-0.78,0.01
HACK,JHARED,CHA,Challenge Tour,Swiss Challenge,1,Challenge Tour,Interwetten Open,T21,Challenge Tour,English Open supported by HotelPlanner,1,Challenge Tour,Blot Play9,T5,Challenge Tour,Le Vaudreuil Golf Challenge,T14,-0.79,0.07
PHILLIPS,TRENT,KFT,Korn Ferry Tour,Visit Knoxville Open,1,Korn Ferry Tour,UNC Health Championship,T56,Korn Ferry Tour,BMW Charity Pro-Am Presented by TD SYNNEX,T26,Korn Ferry Tour,OccuNet Classic presented by Amarillo National Bank,CUT,Korn Ferry Tour,Memorial Health Championship presented by LRS,1,-0.79,-0.47
HIRATA,KENSEI,PGA,PGA Tour,ONEflight Myrtle Beach Classic,T71,PGA Tour,THE CJ CUP Byron Nelson,T65,PGA Tour,Charles Schwab Challenge,T19,PGA Tour,RBC Canadian Open,CUT,PGA Tour,John Deere Classic,CUT,-0.79,0.21
VENTURA,KRIS,PGA,PGA Tour,ONEflight Myrtle Beach Classic,CUT,PGA Tour,THE CJ CUP Byron Nelson,CUT,PGA Tour,Charles Schwab Challenge,CUT,PGA Tour,RBC Canadian Open,CUT,PGA Tour,John Deere Classic,CUT,-0.79,-0.77
BRAMLETT,JOSEPH,KFT,Korn Ferry Tour,Visit Knoxville Open,1,Korn Ferry Tour,UNC Health Championship,T39,Korn Ferry Tour,BMW Charity Pro-Am Presented by TD SYNNEX,1,Korn Ferry Tour,OccuNet Classic presented by Amarillo National Bank,CUT,Korn Ferry Tour,Memorial Health Championship presented by LRS,CUT,-0.8,-0.16
LEE,HYUNGJOON,KOR,KPGA Korean Tour,KPGA Gyeongbuk Open,1,KPGA Korean Tour,Kolon The 68th KOREA Open,T23,ASA,The 69th KPGA Championship with A-ONE CC,1,KPGA Korean Tour,Hana Bank Invitational,T23,KPGA Korean Tour,KPGA Gunsan CC Open,T3,-0.8,1.12
RICHIE,DAIN,AM,Amateur,Mossy Oak Collegiate,T4,Amateur,2026 SEC Men's Golf Championship Stroke Play,T1,Amateur,NCAA Winston-Salem Regional,T8,Amateur,NCAA DI Men's National Championship- Stroke Play,1,Amateur,Tennessee State Amateur,T85,-0.81,2.04
LACROIX,FREDERIC,DPT,DP World Tour,Turkish Airlines Open,T11,DP World Tour,Soudal Open,T53,DP World Tour,KLM Open,CUT,DP World Tour,DS Automobiles 83° Open d’Italia,T23,DP World Tour,BMW International Open,70,-0.82,-0.3
DANTORP,JENS,DPT,DP World Tour,Estrella Damm Catalunya Championship,T38,DP World Tour,Soudal Open,CUT,DP World Tour,Austrian Alpine Open presented by Kitzbühel Tirol,T30,DP World Tour,KLM Open,T55,DP World Tour,DS Automobiles 83° Open d’Italia,CUT,-0.82,0.31
GOFF,ALEX,CHA,Challenge Tour,Danish Golf Challenge,1,Challenge Tour,Challenge de España,T28,Challenge Tour,Swiss Challenge,T9,Challenge Tour,Interwetten Open,1,Challenge Tour,English Open supported by HotelPlanner,T13,-0.82,0.41
NEWCOMB,PATRICK,PTA,PGA Tour Americas,Diners Club Peru Open,1,PGA Tour Americas,KIA Open de Ecuador presentado por Diners Club,T33,PGA Tour Americas,Mexico Championship presented by Scotia Wealth Management,CUT,PGA Tour Americas,Inter Rapidisimo Golf Championship,T49,PGA Tour Americas,Blue Cross and Blue Shield of Kansas Wichita Open presented by Syndeo,T2,-0.82,0.03
KOZUMA,JINICHIRO,JPN,Japan Golf Tour,Japan PGA Championship Senko Group Cup,T19,Japan Golf Tour,Gate Way To The Open Mizuno Open,T15,Japan Golf Tour,BMW Japan Golf Tour Championship Mori Building Cup,WD,Japan Golf Tour,International Series Morocco presented by Visit Morocco,1,Asian Tour,JAPAN PLAYERS CHAMPIONSHIP by Satosyokuhin,T14,-0.83,0.49
SUGIURA,YUTA,KFT,Korn Ferry Tour,Visit Knoxville Open,1,Korn Ferry Tour,UNC Health Championship,T39,Korn Ferry Tour,BMW Charity Pro-Am Presented by TD SYNNEX,T62,Korn Ferry Tour,OccuNet Classic presented by Amarillo National Bank,T60,Korn Ferry Tour,Memorial Health Championship presented by LRS,1,-0.83,0.07
