rank_model,player_id,player_display,name_key,data_depth_class,baseline_confidence_band,neutral_skill_sg,neutral_skill_index,sg_total_12m,sg_ott_12m,sg_app_12m,sg_arg_12m,sg_putt_12m,sg_t2g_12m,sg_rounds_12m,wins_12m,dd_delta,da_delta,trait_app_wedge,trait_app_100_150,trait_app_150_200,trait_ott_accuracy,trait_ott_distance,trait_putt_short_conv,trait_putt_lag,trait_arg_rough,trait_arg_bunker,trait_par5_scoring,cf_adj_total,cf_short_game,cf_approach,cf_distance,cf_accuracy,cf_putt_2_5ft,cf_putt_5_30ft,cf_rough,cf_bunker,shotdist_50_100,shotdist_100_150,shotdist_150_200,shotdist_200plus,venue_fit_score,venue_fit_delta,venue_fit_conf_band,venue_history_rounds,venue_history_sg,venue_history_delta,venue_history_conf_band,debut_flag,debut_class,injury_flag,ap_bomb_and_spray,ap_wedge_liability,ap_poor_birdie_conv,ap_rough_approach_liab,primary_trait_driver,primary_risk_trait,trait_summary_label
101,112,"Gutschewski, Luke",GUTSCHEWSKI_LUKE,medium,medium,-0.7225,61.691762621789195,-0.91,,,,,,60,0.0,-3.3,-5.1,76.3170339544122,76.25620915032681,76.18803199452499,29.581993569131843,53.162790697674424,69.92544492544496,71.71884406983743,59.849704777240994,59.980897803247366,70.26563064691001,-0.03,0.03,0.0,0.01,-0.06,6.9,11.8,2.3,1.5,1.9,6.1,5.9,3.4,66.02798699415803,4.336224372368832,medium,0,,0.0,none,True,A,False,False,False,False,False,APP_Wedge,OTT_Accuracy,APP_Wedge+APP_100-150; weak OTT_Accuracy
102,102,"Byrd, Jonathan",BYRD_JONATHAN,medium,medium,-0.6175,63.55181576616475,-0.77,-0.86,-0.98,0.67,0.53,-1.17,40,0.0,-12.8,2.3,53.721744065071405,54.352941176470594,54.360751101415794,29.444189251263218,22.790697674418606,81.91438191438192,78.68753762793492,100.0,100.0,38.21828695337911,0.02,-0.01,0.0,0.03,-0.01,6.8,11.5,2.3,1.6,1.7,6.0,6.2,3.6,59.88079984705727,-3.6710159191074823,medium,52,0.051,0.6536,medium,False,,False,False,True,False,False,ARG_Rough,OTT_Distance,ARG_Rough+ARG_Bunker; weak OTT_Distance
103,119,"Laird, Martin",LAIRD_MARTIN,deep,high,-1.05,55.89016829052259,-1.05,-0.29,-0.11,-0.2,-0.32,-0.6,71,0.0,-4.9,2.3,74.73753901447083,74.8235294117647,74.81072757602976,40.330730362884715,45.86046511627907,61.59211159211161,59.87357013847075,43.800322061191636,50.0,62.61293820021685,0.06,0.02,0.0,0.02,0.02,6.9,11.7,2.2,1.5,1.8,6.0,6.1,3.6,63.569512586068115,7.679344295545526,high,22,0.071,0.6136,medium,False,,False,False,False,True,False,APP_100-150,OTT_Accuracy,APP_100-150+APP_150-200; weak OTT_Accuracy
104,99,"Malnati, Peter",MALNATI_PETER,medium,medium,-0.5275000000000001,65.14614703277238,-0.65,-0.81,-0.66,0.18,0.62,-1.3,59,0.0,-7.4,-9.2,60.91932280336707,61.9032679738562,61.85465588776252,7.854846118511717,28.837209302325583,86.4598364598365,81.12582781456946,71.06816961889425,74.25978987583571,41.488977231658836,-0.13,-0.04,0.0,0.01,-0.11,6.9,11.5,2.3,1.6,2.0,6.1,6.0,3.4,56.185285395432416,-8.96086163733996,medium,30,-0.696,-0.21359999999999998,medium,False,,False,False,True,False,False,PUTT_BirdieConv,OTT_Accuracy,PUTT_BirdieConv+PUTT_Lag; weak OTT_Accuracy
105,110,"Higgs, Harry",HIGGS_HARRY,deep,high,-0.86,59.25597874224978,-0.86,-0.18,-0.11,-0.29,-0.13,-0.57,87,0.0,2.7,-1.6,74.89832592452473,74.84444444444446,74.75939946105478,34.497014239779524,55.44186046511628,68.78306878306879,70.43949428055384,38.48631239935589,40.97421203438395,64.32959884351283,0.0,0.03,0.0,-0.01,-0.03,7.0,11.9,2.2,1.4,1.9,6.1,5.8,3.4,63.73127044596864,4.4752917037188595,high,12,-1.63,-2.3776,medium,False,,False,True,False,False,True,APP_Wedge,OTT_Accuracy,APP_Wedge+APP_100-150; weak OTT_Accuracy
106,83,"Crowe, Trace",CROWE_TRACE,medium,medium,-0.34,68.46767050487158,-0.4,-0.1,-0.66,-0.06,0.01,-0.82,46,0.0,6.7,-6.7,61.486806015322045,61.92418300653595,61.82043714444586,26.045016077170423,61.395348837209305,70.32227032227034,68.81396748946413,52.066559312936135,53.05635148042024,55.67401517889411,-0.08,0.0,0.0,-0.01,-0.07,6.9,11.7,2.2,1.4,2.0,6.2,5.8,3.3,56.55291903554296,-11.914751469328614,medium,6,-0.402,0.39120000000000005,medium,False,,False,True,True,False,False,PUTT_BirdieConv,OTT_Accuracy,PUTT_BirdieConv+PUTT_Lag; weak OTT_Accuracy
107,95,"Silverman, Ben",SILVERMAN_BEN,deep,high,-0.59,64.03897254207264,-0.59,-0.15,-0.5,-0.21,0.35,-0.86,85,0.0,-10.6,2.2,65.23219521422492,65.64705882352942,65.63582702425252,42.71933853927424,44.46511627906977,81.48148148148148,80.13245033112577,43.20987654320988,49.47468958930276,56.63173111673292,0.04,0.0,0.0,0.02,0.02,7.0,11.8,2.2,1.5,1.8,6.0,6.1,3.6,63.7102096124101,-0.3287629296625454,high,12,-1.006,-1.6728,medium,False,,False,False,True,False,True,PUTT_BirdieConv,OTT_Accuracy,PUTT_BirdieConv+PUTT_Lag; weak OTT_Accuracy
108,117,"Villegas, Camilo",VILLEGAS_CAMILO,deep,high,-1.03,56.2444641275465,-1.03,-0.75,-0.17,0.12,-0.17,-0.81,77,0.0,-10.9,-7.5,73.14858602099687,73.41176470588235,73.39920441421789,12.586127698667896,27.627906976744192,65.56036556036557,63.937387116195,57.8636607622115,66.80993314231137,53.758583303216476,-0.03,0.01,0.0,0.03,-0.07,6.9,11.7,2.1,1.5,1.9,6.0,6.1,3.5,58.94283933673893,2.6983752091924273,high,42,-0.381,0.1664,medium,False,,False,False,False,True,False,APP_100-150,OTT_Accuracy,APP_100-150+APP_150-200; weak OTT_Accuracy
109,94,"Hoge, Tom",HOGE_TOM,deep,high,-0.59,64.03897254207264,-0.59,-0.52,0.27,-0.17,-0.34,-0.42,96,0.0,-7.2,-1.9,83.58081906743593,83.78562091503268,83.75037426750502,27.83647220946257,37.30232558139535,61.063011063011096,61.4388922335942,31.078904991948463,47.27793696275071,66.46187206360679,0.02,0.02,0.0,0.02,-0.01,6.9,11.8,1.9,1.4,1.8,6.1,6.1,3.5,64.19928491395105,0.16031237187840475,high,8,-3.313,-6.919999999999999,medium,False,,False,False,False,True,True,APP_100-150,OTT_Accuracy,APP_100-150+APP_150-200; weak OTT_Accuracy
110,104,"Clanton, Luke",CLANTON_LUKE,deep,high,-0.79,60.49601417183349,-0.79,-0.17,0.16,-0.3,-0.5,-0.31,77,0.0,2.4,-1.4,81.18793152369243,81.19738562091504,81.11125368920827,35.0941662838769,55.44186046511628,58.994708994709,59.21131848284165,28.234031132581855,40.448901623686716,70.69027827972533,0.0,0.03,0.0,-0.01,-0.02,7.0,11.9,2.0,1.4,1.9,6.1,5.8,3.4,63.79963668587696,3.303622514043475,high,6,2.098,4.1208,medium,False,,False,True,False,True,True,APP_100-150,ARG_Rough,APP_100-150+APP_Wedge; weak ARG_Rough
111,107,"Lower, Justin",LOWER_JUSTIN,medium,medium,-0.655,62.8875110717449,-0.82,-0.13,-0.37,-0.06,-0.35,-0.57,69,0.0,-9.2,3.2,68.71275891421546,68.70588235294117,68.69412720817827,45.0620119430409,46.32558139534884,60.79846079846083,61.16797110174591,52.066559312936135,53.05635148042024,61.67329237441271,0.08,0.03,0.0,0.02,0.03,6.9,11.8,2.2,1.4,1.7,6.0,6.1,3.6,62.61181425942119,-0.2756968123237158,medium,12,-0.432,-0.2152,medium,False,,False,False,True,True,False,APP_Wedge,OTT_Accuracy,APP_Wedge+APP_100-150; weak OTT_Accuracy
112,116,"Hardy, Nick",HARDY_NICK,deep,high,-1.01,56.59875996457042,-1.01,-0.01,-0.27,-0.2,-0.29,-0.47,72,0.0,3.8,-4.6,71.27589142154545,71.0797385620915,70.9953376962231,31.832797427652743,61.209302325581405,62.38576238576241,66.10475617098135,43.800322061191636,45.702005730659025,65.54029634983736,-0.02,0.04,0.0,-0.01,-0.05,6.9,11.9,2.2,1.4,2.0,6.1,5.8,3.4,61.056822768246604,4.458062803676185,high,20,-0.085,0.6135999999999999,medium,False,,False,True,False,True,False,APP_Wedge,OTT_Accuracy,APP_Wedge+APP_100-150; weak OTT_Accuracy
113,131,"Voois, Ryan",VOOIS_RYAN,medium,medium,-1.0899999999999999,55.18157661647476,-1.4,,,,,,53,0.0,,0.0,76.3170339544122,76.25620915032681,76.20514136618331,39.64170877354158,56.232558139534895,69.92544492544496,71.71884406983743,59.849704777240994,59.980897803247366,70.26563064691001,0.02,0.03,0.0,0.01,-0.01,6.9,11.8,2.3,1.5,1.9,6.1,6.0,3.5,68.25871511405019,13.077138497575433,medium,0,,0.0,none,True,A,False,False,False,False,False,APP_Wedge,OTT_Accuracy,APP_Wedge+APP_100-150; weak OTT_Accuracy
114,97,"Hadwin, Adam",HADWIN_ADAM,deep,high,-0.64,63.15323294951285,-0.64,-0.08,-0.66,-0.49,0.17,-1.23,86,0.0,-0.3,-0.2,61.60976071124564,61.9032679738562,61.83754651610419,39.32016536518145,55.62790697674419,76.71957671957672,75.25586995785667,26.677402039720892,30.46800382043935,51.48174918684496,0.01,0.01,0.0,0.0,0.0,7.0,11.8,2.2,1.4,1.9,6.1,5.9,3.5,58.268546227235255,-4.884686722277593,high,14,-0.141,-0.8351999999999999,medium,False,,False,False,True,False,True,PUTT_BirdieConv,ARG_Rough,PUTT_BirdieConv+PUTT_Lag; weak ARG_Rough
115,118,"Duncan, Tyler",DUNCAN_TYLER,deep,high,-1.04,56.067316209034544,-1.04,-0.08,0.01,-0.26,-1.19,-0.34,92,0.0,-9.9,6.5,77.6979097701693,77.64705882352942,77.65088327131186,52.73311897106111,47.06976744186046,38.576238576238595,40.517760385310034,40.257648953301135,42.550143266475644,69.60607155764366,0.14,0.03,0.0,0.02,0.08,6.9,11.9,2.2,1.4,1.7,6.0,6.2,3.6,62.83578334805009,6.768467139015549,high,17,-0.132,0.1704,medium,False,,False,False,False,True,True,APP_Wedge,PUTT_BirdieConv,APP_Wedge+APP_150-200; weak PUTT_BirdieConv
116,120,"Kizzire, Patton",KIZZIRE_PATTON,medium,medium,-0.8425,59.56598759964571,-1.07,-1.0,-0.26,0.46,-0.31,-0.8,63,0.0,-7.2,-5.5,71.0205239761657,71.31503267973856,71.26481029984173,11.805236564079015,23.906976744186046,59.6921596921597,55.93016255267904,82.76972624798714,84.67048710601719,49.56631731116733,-0.03,0.01,0.0,0.02,-0.06,6.8,11.5,2.2,1.5,1.9,6.1,6.0,3.5,58.0775349273007,-1.4884526723450122,medium,24,0.331,2.1216000000000004,medium,False,,False,False,True,True,False,ARG_Bunker,OTT_Accuracy,ARG_Bunker+ARG_Rough; weak OTT_Accuracy
117,129,"List, Luke",LIST_LUKE,deep,high,-1.29,51.63861824623561,-1.29,0.07,-0.28,-0.25,-0.26,-0.45,71,0.0,3.0,-1.4,71.08673035089379,70.84444444444445,70.76008383592112,39.50390445567295,62.697674418604656,63.17941317941321,66.91751956652618,45.679012345679006,43.075453677172874,66.64257318395374,0.0,0.04,0.0,-0.01,-0.03,6.9,11.9,2.3,1.4,2.0,6.1,5.8,3.4,62.627342898248,10.988724652012394,high,20,-0.521,-0.7368000000000001,medium,False,,False,True,False,True,False,APP_Wedge,OTT_Accuracy,APP_Wedge+APP_100-150; weak OTT_Accuracy
118,125,"Merritt, Troy",MERRITT_TROY,deep,high,-1.22,52.87865367581932,-1.22,-0.42,-0.73,-0.14,-0.01,-1.29,79,0.0,-6.4,-1.9,59.93568523597844,60.235294117647065,60.22498823730699,29.94947175011485,40.83720930232558,69.79316979316981,70.37928958458754,52.17391304347826,53.15186246418339,45.6451029996386,0.03,0.01,0.0,0.02,0.0,6.9,11.8,2.3,1.5,1.8,6.0,6.1,3.5,56.789859600148766,3.911205924329444,high,34,-0.409,-0.10639999999999997,medium,False,,False,False,True,False,False,PUTT_Lag,OTT_Accuracy,PUTT_Lag+PUTT_BirdieConv; weak OTT_Accuracy
119,128,"Riley, Davis",RILEY_DAVIS,deep,high,-1.27,51.99291408325952,-1.27,-0.87,-0.67,0.02,0.24,-1.52,74,0.0,0.7,-8.8,60.96661307102998,61.667973856209144,61.58518328414389,7.487367937528712,34.51162790697674,76.40692640692643,72.93798916315465,61.62104133118624,61.55682903533906,38.21828695337911,-0.13,-0.02,0.0,0.0,-0.11,6.9,11.6,2.3,1.5,2.0,6.1,5.8,3.3,52.72785175622179,0.7349376729622676,high,2,-5.12,-0.05280000000000001,low,False,,False,False,True,False,False,PUTT_BirdieConv,OTT_Accuracy,PUTT_BirdieConv+PUTT_Lag; weak OTT_Accuracy
120,124,"Martin, Ben",MARTIN_BEN,deep,high,-1.16,53.941541186891065,-1.16,-0.4,-0.53,0.09,-0.24,-0.85,82,0.0,-7.9,1.5,65.09032441123618,64.94117647058823,64.93006544334659,36.56407900780892,40.0,63.70851370851373,65.35219747140277,65.7541599570585,65.23400191021966,53.198409830140946,0.06,0.04,0.0,0.02,0.0,6.9,11.8,2.3,1.5,1.8,6.0,6.1,3.5,60.807952694584436,6.866411507693371,high,22,0.279,1.3736000000000002,medium,False,,False,False,True,True,False,ARG_Rough,OTT_Accuracy,ARG_Rough+PUTT_Lag; weak OTT_Accuracy
121,109,"Kang, Jeffrey",KANG_JEFFREY,deep,high,-0.83,59.787422497785656,-0.83,-0.64,-0.11,0.03,-0.3,-0.71,73,0.0,-5.4,-8.0,74.70916485387308,74.84444444444446,74.79361820437144,13.688562241616909,35.44186046511628,62.121212121212146,62.52257676098733,52.54965110037574,57.78414517669531,56.99313335742683,-0.04,0.02,0.0,0.01,-0.07,6.9,11.8,2.1,1.4,1.9,6.1,6.0,3.4,58.841762703034334,-0.9456597947513217,high,0,,0.0,none,True,A,False,False,False,True,False,APP_100-150,OTT_Accuracy,APP_100-150+APP_150-200; weak OTT_Accuracy
122,115,"Hirata, Kensei",HIRATA_KENSEI,deep,high,-0.95,57.66164747564216,-0.95,0.01,-0.58,0.02,-0.12,-0.55,98,0.0,-10.4,8.9,63.4635392036319,63.764705882352935,63.770905513495016,58.79650895728068,49.11627906976745,66.88311688311691,67.39915713425641,56.79012345679014,57.25883476599808,61.00469822912902,0.11,0.01,0.0,0.02,0.08,6.9,11.8,2.2,1.4,1.7,6.0,6.2,3.6,64.61917811310802,6.957530637465858,high,0,,0.0,none,True,A,False,False,True,False,False,PUTT_Lag,OTT_Distance,PUTT_Lag+PUTT_BirdieConv; weak OTT_Distance
123,126,"Sargent, Gordon",SARGENT_GORDON,medium,medium,-0.9625,57.44021257750222,-1.23,-0.1,-1.29,-0.11,0.1,-1.49,58,0.0,18.0,-7.3,47.053816324600405,47.27843137254902,47.033662688737756,24.529168580615536,71.34883720930233,72.70322270322274,74.56351595424441,63.60708534621578,54.72779369627507,40.440910733646554,-0.11,0.02,0.01,-0.04,-0.11,6.9,11.8,2.5,1.5,2.2,6.3,5.5,3.2,50.44953032401288,-6.990682253489339,medium,8,-0.898,0.2928,medium,False,,False,True,True,False,False,PUTT_Lag,OTT_Accuracy,PUTT_Lag+PUTT_BirdieConv; weak OTT_Accuracy
124,136,"Wise, Aaron",WISE_AARON,thin,low,-0.945,57.75022143489815,-1.73,-0.6,-0.72,0.11,-0.4,-1.21,23,0.0,-1.9,-7.9,60.257259056086276,60.491503267973854,60.40891398263398,14.69912723932017,39.62790697674419,59.47570947570949,57.70620108368449,71.76596886741815,66.28462273161414,44.36212504517528,-0.06,0.01,0.0,0.0,-0.07,6.9,11.7,2.4,1.5,2.0,6.1,5.8,3.4,52.30035395645032,-5.449867478447828,low,12,-0.712,-2.2728,medium,False,,False,False,True,True,False,ARG_Rough,OTT_Accuracy,ARG_Rough+ARG_Bunker; weak OTT_Accuracy
125,123,"Schenk, Adam",SCHENK_ADAM,deep,high,-1.15,54.118689105403014,-1.15,-0.21,-0.36,-0.21,-0.39,-0.77,81,1.0,-1.9,-3.8,69.1289132696491,68.96209150326797,68.8951623251636,29.765732659623346,50.511627906976756,59.74025974025976,62.191450933172774,43.20987654320988,45.17669531996179,58.61944344054933,0.0,0.04,0.0,0.0,-0.04,6.9,11.9,2.2,1.4,1.9,6.1,5.9,3.4,58.41854482750988,4.299855722106869,high,19,0.677,1.8496,medium,False,,False,False,True,True,True,APP_Wedge,OTT_Accuracy,APP_Wedge+APP_100-150; weak OTT_Accuracy
126,96,"Chatfield, Davis",CHATFIELD_DAVIS,deep,high,-0.61,63.68467670504872,-0.61,-0.25,-0.53,-0.01,-0.45,-0.78,70,0.0,-19.4,7.7,64.76875059112835,64.94117647058823,64.98139355832157,51.95222783647223,33.86046511627907,58.15295815295817,58.45875978326307,55.018786902844894,55.68290353390639,55.85471629924105,0.14,0.02,0.0,0.04,0.09,6.9,11.8,2.2,1.4,1.6,6.0,6.4,3.7,61.56179066720106,-2.122886037847664,high,0,,0.0,none,True,A,False,False,True,True,False,APP_150-200,OTT_Distance,APP_150-200+APP_100-150; weak OTT_Distance
127,121,"Paul, Jeremy",PAUL_JEREMY,deep,high,-1.12,54.65013286093888,-1.12,-0.51,-0.9,0.02,-0.18,-1.39,96,0.0,-2.3,-6.3,56.001134966423905,56.2562091503268,56.19145386885667,19.430408819476348,41.76744186046512,65.2958152958153,63.66646598434671,61.62104133118624,61.55682903533906,41.272135887242506,-0.05,0.01,0.0,0.0,-0.06,6.9,11.7,2.3,1.5,2.0,6.1,5.9,3.4,51.61744671339113,-3.03268614754775,high,4,0.62,0.0,low,False,,False,False,True,True,False,PUTT_BirdieConv,OTT_Accuracy,PUTT_BirdieConv+PUTT_Lag; weak OTT_Accuracy
128,113,"Frittelli, Dylan",FRITTELLI_DYLAN,deep,high,-0.91,58.37023914968999,-0.91,-0.56,-0.65,0.24,-0.31,-0.97,92,0.0,6.2,-9.2,61.7421734607018,62.159477124183006,62.03858163308952,12.723932016536521,48.093023255813954,59.6921596921597,56.83323299217336,69.77992485238863,68.81566380133715,48.35561980484279,-0.1,0.0,0.0,-0.01,-0.09,6.8,11.6,2.2,1.4,2.1,6.2,5.7,3.3,52.54880506456381,-5.821434085126185,high,18,0.333,2.0312,medium,False,,False,True,True,True,False,ARG_Rough,OTT_Accuracy,ARG_Rough+ARG_Bunker; weak OTT_Accuracy
129,92,"Vanderlaan, John",VANDERLAAN_JOHN,deep,high,-0.55,64.74756421612047,-0.55,-0.23,-0.61,-0.13,-0.18,-0.96,83,1.0,3.2,-0.1,62.79201740281851,63.07973856209151,63.013815817614095,36.47220946256317,54.69767441860465,65.2958152958153,65.7736303431667,52.76435856146,49.37917860553963,53.14419949403687,-0.01,0.01,0.0,0.0,-0.02,6.9,11.8,2.3,1.4,1.9,6.1,5.9,3.4,58.013556782459204,-6.734007433661262,high,0,,0.0,none,True,A,False,False,True,True,False,PUTT_Lag,OTT_Accuracy,PUTT_Lag+PUTT_BirdieConv; weak OTT_Accuracy
130,137,"Campos, Rafael",CAMPOS_RAFAEL,medium,medium,-1.405,49.6014171833481,-1.82,-0.46,-0.28,-0.74,-0.49,-1.48,64,0.0,1.5,-5.8,71.46505249219712,70.84444444444445,70.77719320757944,21.08406063389987,46.69767441860465,59.25925925925927,62.79349789283557,11.916264090177139,21.633237822349578,48.771232381640765,0.0,0.07,0.0,0.0,-0.07,7.0,12.0,2.2,1.5,2.0,6.1,5.9,3.4,54.27561016306849,4.674192979720395,medium,6,-2.061,-2.7880000000000003,medium,False,,False,False,False,True,True,APP_Wedge,ARG_Rough,APP_Wedge+APP_100-150; weak ARG_Rough
131,133,"Highsmith, Joe",HIGHSMITH_JOE,deep,high,-1.5,47.918511957484505,-1.5,-0.33,-0.33,-0.16,-0.55,-0.82,81,0.0,1.2,-2.8,69.69639648160408,69.66797385620916,69.60092390606954,29.536058796508968,50.04651162790699,55.50745550745552,55.74954846478023,46.16210413311864,47.803247373447945,56.93892302132274,-0.01,0.03,0.0,0.0,-0.03,6.9,11.8,2.2,1.4,1.9,6.1,5.9,3.4,57.31978392051375,9.401271963029245,high,4,-1.23,-0.06,low,False,,False,False,True,True,False,APP_Wedge,OTT_Accuracy,APP_Wedge+APP_100-150; weak OTT_Accuracy
132,100,"Nyholm, Pontus",NYHOLM_PONTUS,deep,high,-0.66,62.79893711248893,-0.66,-0.41,-0.58,0.05,0.03,-0.94,79,0.0,15.2,-12.0,63.55811973895773,63.806535947712426,63.668249283545066,9.921910886541117,60.27906976744186,70.85137085137087,71.46297411198067,58.56146001073539,58.834765998089765,51.46367907481027,-0.14,0.01,0.0,-0.03,-0.12,6.9,11.8,2.2,1.4,2.2,6.2,5.6,3.2,54.88367729463524,-7.915259817853688,high,0,,0.0,none,True,A,False,True,True,False,False,PUTT_Lag,OTT_Accuracy,PUTT_Lag+PUTT_BirdieConv; weak OTT_Accuracy
133,141,"Streb, Robert",STREB_ROBERT,medium,medium,-1.9,40.83259521700621,-2.48,-0.72,-0.64,-0.19,0.02,-1.56,36,0.0,-8.3,-5.4,62.69743686749267,62.373856209150325,62.32516360836647,17.363344051446955,30.697674418604652,70.58682058682061,72.39614689945817,49.2216854535695,54.8233046800382,40.06143838091797,0.01,0.05,0.0,0.02,-0.05,6.9,11.8,2.3,1.6,1.9,6.1,6.0,3.5,55.18363551093741,14.351040293931199,medium,29,-0.477,-1.2136,medium,False,,False,False,True,False,False,PUTT_Lag,OTT_Accuracy,PUTT_Lag+PUTT_BirdieConv; weak OTT_Accuracy
134,130,"Gordon, Will",GORDON_WILL,deep,high,-1.31,51.28432240921169,-1.31,-0.07,-0.39,-0.26,-0.43,-0.72,82,0.0,7.7,-2.4,68.62763643242221,68.27712418300653,68.15518200094101,34.95636196600828,63.16279069767442,60.84656084656085,62.31186032510534,45.08856682769725,42.550143266475644,60.55294542826165,0.0,0.05,0.0,-0.01,-0.04,7.0,11.9,2.3,1.4,2.0,6.2,5.7,3.4,59.656372259318445,8.372049850106755,high,10,-1.61,-2.5711999999999997,medium,False,,False,True,True,True,False,APP_Wedge,OTT_Accuracy,APP_Wedge+APP_100-150; weak OTT_Accuracy
135,140,"Todd, Brendon",TODD_BRENDON,thin,low,-1.205,53.14437555358725,-2.25,-1.19,-2.12,0.33,0.66,-2.98,20,0.0,-27.8,-2.1,26.48254989123238,27.665359477124184,27.66157662859831,15.709692237023438,0.0,87.51803751803754,80.10234798314264,94.41760601180893,86.43744030563512,0.0,0.02,-0.04,0.01,0.05,0.01,6.9,11.4,2.6,1.7,1.7,5.9,6.4,3.7,42.72277085918609,-10.42160469440116,low,28,-0.999,-0.568,medium,False,,False,False,True,False,False,ARG_Rough,OTT_Distance,ARG_Rough+PUTT_BirdieConv; weak OTT_Distance
136,67,"Stout, Preston",STOUT_PRESTON,medium,medium,-0.1375,72.05491585473871,-0.13,0.44,-0.89,-0.86,-0.92,-1.32,57,0.0,11.5,2.4,56.73886314196539,56.512418300653586,56.39248898584199,53.651814423518616,80.74418604651163,47.88359788359787,49.93979530403365,0.0,6.733524355300874,54.17419588001445,0.03,0.05,0.0,-0.02,0.0,7.0,12.0,2.1,1.3,1.9,6.2,5.7,3.4,50.24983281073422,-21.80508304400449,medium,0,,0.0,none,True,A,False,False,True,True,True,OTT_Distance,ARG_Rough,OTT_Distance+APP_Wedge; weak ARG_Rough
137,127,"Rozo, Marcelo",ROZO_MARCELO,deep,high,-1.23,52.70150575730735,-1.23,-0.11,0.15,-0.28,-1.28,-0.24,77,0.0,-11.1,5.4,81.52842145086541,80.94117647058823,80.92732794388125,49.83922829581996,45.11627906976744,36.19528619528621,38.07947019867549,34.245840042941495,41.499522445081176,72.08167690639682,0.15,0.07,0.0,0.02,0.06,6.9,11.9,2.1,1.4,1.7,6.0,6.1,3.6,63.30309409679104,10.60158833948369,high,0,,0.0,none,True,A,False,False,False,True,True,APP_Wedge,ARG_Rough,APP_Wedge+APP_100-150; weak ARG_Rough
138,134,"Tosti, Alejandro",TOSTI_ALEJANDRO,medium,medium,-1.225,52.79007971656333,-1.58,0.34,-1.02,-0.16,-0.81,-0.84,47,0.0,8.0,-5.3,53.58933131561526,53.45359477124183,53.31707943025792,36.885622416169056,74.69767441860465,48.62914862914865,48.70559903672485,50.99302200751475,47.803247373447945,56.469100108420676,-0.03,0.04,0.0,-0.02,-0.06,6.9,11.8,2.3,1.4,2.0,6.2,5.6,3.3,50.70397033376528,-2.086109382798057,medium,4,-1.48,-0.068,low,False,,False,True,True,True,False,OTT_Distance,OTT_Accuracy,OTT_Distance+PAR5_Scoring; weak OTT_Accuracy
139,122,"Walker, Danny",WALKER_DANNY,deep,high,-1.12,54.65013286093888,-1.12,-0.38,-0.38,0.0,-0.23,-0.76,75,0.0,4.0,-7.3,68.34389482644471,68.5124183006536,68.40754523290133,19.476343592099226,51.06976744186047,63.973063973063994,64.41902468392529,55.60923242082663,56.20821394460363,56.32453921214312,-0.07,0.02,0.0,-0.01,-0.09,6.9,11.8,2.2,1.4,2.0,6.2,5.8,3.3,57.4460339589273,2.79590109798842,high,0,,0.0,none,True,A,False,True,True,True,False,APP_100-150,OTT_Accuracy,APP_100-150+APP_150-200; weak OTT_Accuracy
140,106,"Lamprecht, Christo",LAMPRECHT_CHRISTO,deep,high,-0.8,60.31886625332154,-0.8,-0.06,-1.32,0.27,-0.32,-1.11,81,1.0,16.0,-7.9,46.01343043601628,46.4156862745098,46.242354249540185,23.97795130914103,70.6046511627907,61.59211159211161,59.87357013847075,81.21309715512616,74.68958930276982,44.68738706179978,-0.15,0.0,0.0,-0.04,-0.12,6.9,11.7,2.4,1.5,2.2,6.3,5.5,3.2,48.41051527300436,-11.90835098031718,high,0,,0.0,none,True,A,False,True,True,True,False,ARG_Rough,OTT_Accuracy,ARG_Rough+ARG_Bunker; weak OTT_Accuracy
141,143,"Fisher, Darin",FISHER_DARIN,thin,low,-4.205,0.0,-8.25,,,,,,2,0.0,,0.0,78.04785775087487,76.3921568627451,76.3249069677916,39.41203491042721,56.79069767441861,74.25444925444926,79.54545454545446,84.00429414922168,72.87488061127029,70.26563064691001,0.14,0.14,0.01,0.04,-0.04,7.1,12.0,2.8,1.8,1.8,6.0,6.2,3.6,74.46366065275929,74.46366065275929,low,4,-5.642,-0.032,low,False,,False,False,False,False,False,ARG_Rough,OTT_Accuracy,ARG_Rough+PUTT_Lag; weak OTT_Accuracy
142,139,"Brehm, Ryan",BREHM_RYAN,medium,medium,-1.5924999999999998,46.279893711248896,-2.07,0.06,-1.04,-0.4,-1.26,-1.39,49,0.0,8.1,-5.3,53.731202118604,52.983006535947716,52.863681081312286,31.64905833716124,66.97674418604652,38.888888888888886,43.13666465984338,41.65324745034891,39.4937917860554,46.711239609685585,0.0,0.08,0.0,-0.02,-0.07,7.0,12.0,2.4,1.5,2.0,6.2,5.7,3.3,46.53840397927888,0.2585102680299869,medium,12,-2.651,-2.68,medium,False,,False,True,True,True,True,OTT_Distance,OTT_Accuracy,OTT_Distance+APP_Wedge; weak OTT_Accuracy
143,135,"Howell, Mason",HOWELL_MASON,medium,medium,-1.2325000000000002,52.65721877767937,-1.59,0.4,-0.82,-1.07,-0.64,-1.49,32,0.0,10.9,-0.1,58.933131561524654,58.15947712418301,58.039266007955845,48.00183739090493,79.06976744186046,57.45550745550746,62.040939193256996,2.0933977455716484,0.0,52.7105168052042,0.03,0.08,0.0,-0.02,-0.03,7.1,12.1,2.4,1.4,2.0,6.2,5.7,3.3,52.6834738268195,0.02625504914013277,medium,0,,0.0,none,True,A,False,False,True,True,True,OTT_Distance,ARG_Bunker,OTT_Distance+PUTT_Lag; weak ARG_Bunker
